epoch,train_loss,train_ce,train_rec,train_distill,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.900028,0.575131,0.649795,0.202137,0.915860,0.581855,0.668010,0.233433,0.673607,0.581689
1,0.858480,0.551936,0.613088,0.211981,0.882665,0.569702,0.625926,0.235936,0.656634,0.569584
2,0.833593,0.544820,0.577546,0.216281,0.857943,0.565059,0.585767,0.242444,0.650074,0.564992
3,0.813960,0.541223,0.545473,0.220548,0.837995,0.562325,0.551340,0.247010,0.646750,0.562262
4,0.796377,0.538055,0.516643,0.225100,0.820523,0.560875,0.519296,0.251090,0.644497,0.560793
5,0.781258,0.535615,0.491287,0.229003,0.806538,0.560208,0.492660,0.254004,0.645162,0.560180
6,0.768424,0.533941,0.468967,0.233027,0.795316,0.561885,0.466861,0.258954,0.650752,0.561942
7,0.757406,0.532757,0.449298,0.236330,0.782166,0.559369,0.445593,0.262838,0.646634,0.559391
8,0.746269,0.530338,0.431862,0.240049,0.773240,0.560148,0.426184,0.266958,0.649598,0.560302
9,0.737030,0.529081,0.415900,0.242961,0.764660,0.559663,0.409994,0.268611,0.647366,0.559356
0,0.575174,0.575174,1.000000,0.582076,0.582076,0.000000,0.000000,0.673923,0.581910
1,0.552013,0.552013,1.000000,0.569000,0.569000,0.000000,0.000000,0.655066,0.568885
2,0.544600,0.544600,1.000000,0.565200,0.565200,0.000000,0.000000,0.650463,0.565135
3,0.540646,0.540646,1.000000,0.562332,0.562332,0.000000,0.000000,0.647186,0.562269
4,0.536978,0.536978,1.000000,0.560314,0.560314,0.000000,0.000000,0.644333,0.560232
5,0.534303,0.534303,1.000000,0.559808,0.559808,0.000000,0.000000,0.644952,0.559783
6,0.532294,0.532294,1.000000,0.561521,0.561521,0.000000,0.000000,0.650862,0.561576
7,0.530944,0.530944,1.000000,0.558635,0.558635,0.000000,0.000000,0.645356,0.558655
8,0.528555,0.528555,1.000000,0.558922,0.558922,0.000000,0.000000,0.647074,0.559075
9,0.527338,0.527338,1.000000,0.558902,0.558902,0.000000,0.000000,0.645732,0.558608
0,0.898923,0.574539,0.648769,0.185727,0.913113,0.581472,0.663282,0.206161,0.674025,0.581306
1,0.855383,0.550950,0.608865,0.190027,0.878910,0.569402,0.619016,0.205984,0.656792,0.569279
2,0.829680,0.543474,0.572412,0.192763,0.854206,0.565322,0.577768,0.208543,0.651659,0.565265
3,0.809450,0.539494,0.539912,0.195521,0.833252,0.562090,0.542323,0.212767,0.647935,0.562029
4,0.791245,0.536096,0.510298,0.199197,0.814605,0.559994,0.509222,0.216982,0.644652,0.559901
5,0.775446,0.533616,0.483660,0.201957,0.800190,0.559686,0.481007,0.218321,0.644931,0.559655
6,0.761727,0.531901,0.459651,0.205454,0.788025,0.561271,0.453509,0.223499,0.649814,0.561323
7,0.749848,0.530796,0.438104,0.209076,0.773638,0.558632,0.430012,0.228295,0.644797,0.558651
8,0.738114,0.528797,0.418634,0.212559,0.765657,0.561176,0.408962,0.230736,0.652045,0.561342
9,0.728339,0.527810,0.401057,0.215836,0.756801,0.561314,0.390974,0.233208,0.651097,0.561031
0,0.576640,0.576640,1.000000,0.581245,0.581245,0.000000,0.000000,0.670556,0.581086
1,0.551084,0.551084,1.000000,0.567153,0.567153,0.000000,0.000000,0.649987,0.567044
2,0.540676,0.540676,1.000000,0.560503,0.560503,0.000000,0.000000,0.640243,0.560428
3,0.535571,0.535571,1.000000,0.554898,0.554898,0.000000,0.000000,0.631351,0.554840
4,0.531654,0.531654,1.000000,0.553862,0.553862,0.000000,0.000000,0.629893,0.553766
5,0.528447,0.528447,1.000000,0.554226,0.554226,0.000000,0.000000,0.631132,0.554212
6,0.526378,0.526378,1.000000,0.553184,0.553184,0.000000,0.000000,0.631976,0.553214
7,0.524705,0.524705,1.000000,0.553889,0.553889,0.000000,0.000000,0.634068,0.553899
8,0.522103,0.522103,1.000000,0.553459,0.553459,0.000000,0.000000,0.634560,0.553624
0,0.576640,0.576640,1.000000,0.581245,0.581245,0.000000,0.000000,0.670556,0.581086
1,0.551084,0.551084,1.000000,0.567153,0.567153,0.000000,0.000000,0.649987,0.567044
2,0.540676,0.540676,1.000000,0.560503,0.560503,0.000000,0.000000,0.640243,0.560428
3,0.535571,0.535571,1.000000,0.554898,0.554898,0.000000,0.000000,0.631351,0.554840
4,0.531654,0.531654,1.000000,0.553862,0.553862,0.000000,0.000000,0.629893,0.553766
5,0.528447,0.528447,1.000000,0.554226,0.554226,0.000000,0.000000,0.631132,0.554212
6,0.526378,0.526378,1.000000,0.553184,0.553184,0.000000,0.000000,0.631976,0.553214
7,0.524705,0.524705,1.000000,0.553889,0.553889,0.000000,0.000000,0.634068,0.553899
8,0.522103,0.522103,1.000000,0.553459,0.553459,0.000000,0.000000,0.634560,0.553624
