loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.196355, 0.983784, 0.985721, 0.984319, 0.983112, 0.985721, 400.19 M Ops, 43.72 M Ops, 3.39 M Ops, 13.6713 M, 0.3755 %, 54.96 uJ, 1.000000, 0.971429, 0.977273, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.965517
