epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.652314,0.652314,0.586822,1.294963,1.294963,0.799789
1,0.545948,0.545948,0.534034,1.215140,1.215140,0.775929
2,0.519361,0.519361,0.521640,1.200725,1.200725,0.772318
3,0.509568,0.509568,0.517952,1.208574,1.208574,0.775619
4,0.504973,0.504973,0.516061,1.205669,1.205669,0.776872
5,0.499907,0.499907,0.513889,1.201278,1.201278,0.776055
6,0.494710,0.494710,0.511518,1.191386,1.191386,0.770087
7,0.492326,0.492326,0.510706,1.208929,1.208929,0.779708
8,0.490908,0.490908,0.510711,1.196405,1.196405,0.773229
9,0.487548,0.487548,0.508803,1.204540,1.204540,0.776712
10,0.485442,0.485442,0.508292,1.210875,1.210875,0.779406
11,0.483971,0.483971,0.507747,1.210687,1.210687,0.778495
12,0.483151,0.483151,0.507310,1.211833,1.211833,0.779265
