loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.587554, 0.572827, 0.328820, 0.616977, 35488.47 M Ops, 5228.78 M Ops, 568.01 M Ops, 1.3827 M, 0.4933 %, 7318.75 uJ
