loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.297207, 0.297622, 0.343913, 13.18 M Ops, 2.22 M Ops, 1.24 M Ops, 0.0382 M, 0.4079 %, 7.71 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.293587, 0.294998, 0.342275, 13.18 M Ops, 2.22 M Ops, 1.24 M Ops, 0.0382 M, 0.4075 %, 7.71 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.295230, 0.296557, 0.343098, 13.18 M Ops, 2.21 M Ops, 1.32 M Ops, 0.0382 M, 0.4743 %, 8.08 uJ
