epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.547677,0.547677,0.534355,0.934970,0.934970,0.679423
1,0.418716,0.418716,0.465281,0.872128,0.872128,0.657477
2,0.406242,0.406242,0.457914,0.837819,0.837819,0.641574
3,0.394722,0.394722,0.450639,0.816631,0.816631,0.633429
4,0.385935,0.385935,0.445118,0.788897,0.788897,0.618988
5,0.380959,0.380959,0.441821,0.786153,0.786153,0.619841
6,0.376781,0.376781,0.438824,0.785797,0.785797,0.616207
7,0.372257,0.372257,0.436011,0.776742,0.776742,0.612010
8,0.370338,0.370338,0.435327,0.780065,0.780065,0.611570
9,0.367885,0.367885,0.433669,0.782677,0.782677,0.611494
10,0.366247,0.366247,0.432762,0.798598,0.798598,0.616183
11,0.362796,0.362796,0.430234,0.780007,0.780007,0.610217
12,0.361613,0.361613,0.429571,0.784317,0.784317,0.611719
13,0.361223,0.361223,0.429637,0.775946,0.775946,0.607867
14,0.360233,0.360233,0.428976,0.774021,0.774021,0.606503
15,0.359330,0.359330,0.428326,0.772838,0.772838,0.605754
16,0.358810,0.358810,0.427788,0.778128,0.778128,0.608110
17,0.358175,0.358175,0.427650,0.775044,0.775044,0.605898
18,0.357310,0.357310,0.426772,0.783945,0.783945,0.609857
19,0.355992,0.355992,0.425808,0.777518,0.777518,0.607379
20,0.355202,0.355202,0.425403,0.777212,0.777212,0.606860
21,0.354721,0.354721,0.424930,0.772394,0.772394,0.605000
22,0.354364,0.354364,0.424887,0.771633,0.771633,0.603902
23,0.354049,0.354049,0.424594,0.774044,0.774044,0.605512
24,0.353503,0.353503,0.424404,0.767036,0.767036,0.603359
25,0.353213,0.353213,0.424195,0.767095,0.767095,0.603102
26,0.352911,0.352911,0.423965,0.763807,0.763807,0.601637
27,0.352323,0.352323,0.423547,0.767643,0.767643,0.603376
28,0.352249,0.352249,0.423677,0.759536,0.759536,0.599079
29,0.351478,0.351478,0.423110,0.759258,0.759258,0.599706
