loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.509962, 0.775610, 0.639640, 0.655638, 0.745110, 0.639640, 3563.03 M Ops, 35.72 M Ops, 1741.23 M Ops, 3.3469 M, 0.4914 %, 8041.82 uJ, 0.945946, 0.333333
