epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.062187,0.062187,0.048851,0.048851,0.000000,0.000000
0,0.066228,0.066228,0.054469,0.054469,0.000000,0.000000
1,0.040162,0.040162,0.036404,0.036404,0.000000,0.000000
2,0.027550,0.027550,0.024282,0.024282,0.000000,0.000000
3,0.019439,0.019439,0.017255,0.017255,0.000000,0.000000
4,0.014854,0.014854,0.013626,0.013626,0.000000,0.000000
5,0.012407,0.012407,0.011747,0.011747,0.000000,0.000000
6,0.010978,0.010978,0.010644,0.010644,0.000000,0.000000
7,0.010051,0.010051,0.009886,0.009886,0.000000,0.000000
8,0.009369,0.009369,0.009371,0.009371,0.000000,0.000000
9,0.008896,0.008896,0.008981,0.008981,0.000000,0.000000
10,0.008495,0.008495,0.008691,0.008691,0.000000,0.000000
11,0.008206,0.008206,0.008498,0.008498,0.000000,0.000000
12,0.007993,0.007993,0.008329,0.008329,0.000000,0.000000
13,0.007775,0.007775,0.008175,0.008175,0.000000,0.000000
14,0.007612,0.007612,0.008054,0.008054,0.000000,0.000000
15,0.007474,0.007474,0.007941,0.007941,0.000000,0.000000
16,0.007377,0.007377,0.007874,0.007874,0.000000,0.000000
17,0.007249,0.007249,0.007804,0.007804,0.000000,0.000000
18,0.007175,0.007175,0.007716,0.007716,0.000000,0.000000
19,0.007073,0.007073,0.007653,0.007653,0.000000,0.000000
20,0.006996,0.006996,0.007600,0.007600,0.000000,0.000000
21,0.006925,0.006925,0.007536,0.007536,0.000000,0.000000
22,0.006851,0.006851,0.007471,0.007471,0.000000,0.000000
23,0.006795,0.006795,0.007423,0.007423,0.000000,0.000000
24,0.006723,0.006723,0.007374,0.007374,0.000000,0.000000
25,0.006671,0.006671,0.007298,0.007298,0.000000,0.000000
26,0.006616,0.006616,0.007335,0.007335,0.000000,0.000000
27,0.006579,0.006579,0.007270,0.007270,0.000000,0.000000
28,0.006538,0.006538,0.007210,0.007210,0.000000,0.000000
29,0.006490,0.006490,0.007201,0.007201,0.000000,0.000000
30,0.006462,0.006462,0.007168,0.007168,0.000000,0.000000
31,0.006428,0.006428,0.007138,0.007138,0.000000,0.000000
32,0.006399,0.006399,0.007088,0.007088,0.000000,0.000000
33,0.006385,0.006385,0.007079,0.007079,0.000000,0.000000
34,0.006356,0.006356,0.007042,0.007042,0.000000,0.000000
35,0.006331,0.006331,0.007022,0.007022,0.000000,0.000000
36,0.006325,0.006325,0.007002,0.007002,0.000000,0.000000
37,0.006311,0.006311,0.007001,0.007001,0.000000,0.000000
38,0.006292,0.006292,0.007028,0.007028,0.000000,0.000000
39,0.006276,0.006276,0.006968,0.006968,0.000000,0.000000
40,0.006264,0.006264,0.006966,0.006966,0.000000,0.000000
41,0.006250,0.006250,0.006942,0.006942,0.000000,0.000000
42,0.006236,0.006236,0.006942,0.006942,0.000000,0.000000
43,0.006221,0.006221,0.006937,0.006937,0.000000,0.000000
44,0.006214,0.006214,0.006908,0.006908,0.000000,0.000000
45,0.006202,0.006202,0.006895,0.006895,0.000000,0.000000
46,0.006192,0.006192,0.006931,0.006931,0.000000,0.000000
47,0.006186,0.006186,0.006876,0.006876,0.000000,0.000000
48,0.006168,0.006168,0.006864,0.006864,0.000000,0.000000
49,0.006159,0.006159,0.006905,0.006905,0.000000,0.000000
50,0.006151,0.006151,0.006854,0.006854,0.000000,0.000000
51,0.006152,0.006152,0.006890,0.006890,0.000000,0.000000
52,0.006127,0.006127,0.006821,0.006821,0.000000,0.000000
53,0.006111,0.006111,0.006814,0.006814,0.000000,0.000000
54,0.006105,0.006105,0.006808,0.006808,0.000000,0.000000
55,0.006103,0.006103,0.006827,0.006827,0.000000,0.000000
56,0.006102,0.006102,0.006847,0.006847,0.000000,0.000000
57,0.006098,0.006098,0.006802,0.006802,0.000000,0.000000
58,0.006082,0.006082,0.006835,0.006835,0.000000,0.000000
59,0.006072,0.006072,0.006780,0.006780,0.000000,0.000000
60,0.006056,0.006056,0.006754,0.006754,0.000000,0.000000
61,0.006045,0.006045,0.006744,0.006744,0.000000,0.000000
62,0.006040,0.006040,0.006754,0.006754,0.000000,0.000000
63,0.006032,0.006032,0.006733,0.006733,0.000000,0.000000
64,0.006027,0.006027,0.006750,0.006750,0.000000,0.000000
65,0.006014,0.006014,0.006704,0.006704,0.000000,0.000000
66,0.006007,0.006007,0.006731,0.006731,0.000000,0.000000
67,0.006004,0.006004,0.006735,0.006735,0.000000,0.000000
68,0.006002,0.006002,0.006717,0.006717,0.000000,0.000000
