epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.553331,0.553331,0.539234,0.935294,0.935294,0.681694
1,0.422112,0.422112,0.467928,0.876921,0.876921,0.662053
2,0.408172,0.408172,0.459910,0.845880,0.845880,0.645380
3,0.399131,0.399131,0.453860,0.834984,0.834984,0.642217
4,0.391682,0.391682,0.448957,0.816519,0.816519,0.632530
5,0.386184,0.386184,0.446061,0.810679,0.810679,0.632305
6,0.380821,0.380821,0.442957,0.803790,0.803790,0.628334
7,0.376460,0.376460,0.440335,0.787896,0.787896,0.620791
8,0.374137,0.374137,0.438677,0.782123,0.782123,0.616658
9,0.370670,0.370670,0.436117,0.787371,0.787371,0.616726
