shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.444420,0.486672,0.443692,72.76 M Ops,8.83 M Ops,11.52 M Ops,0.2673 M,0.4719 %,60.92 uJ,0.541352,0.473036,0.558897
