epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.520738,0.520738,0.518979,0.814280,0.814280,0.626159
1,0.378609,0.378609,0.437767,0.748908,0.748908,0.602771
2,0.359306,0.359306,0.426764,0.725209,0.725209,0.591922
3,0.348545,0.348545,0.420223,0.719810,0.719810,0.588928
4,0.340209,0.340209,0.414571,0.712252,0.712252,0.583251
5,0.334242,0.334242,0.411442,0.705889,0.705889,0.579920
6,0.329983,0.329983,0.408267,0.702501,0.702501,0.577998
7,0.325762,0.325762,0.405755,0.718352,0.718352,0.580974
8,0.322410,0.322410,0.403978,0.700137,0.700137,0.578607
9,0.319788,0.319788,0.402385,0.731742,0.731742,0.584348
10,0.317076,0.317076,0.400960,0.732411,0.732411,0.586864
11,0.315213,0.315213,0.400194,0.739361,0.739361,0.589133
12,0.312130,0.312130,0.398176,0.722935,0.722935,0.584828
13,0.310623,0.310623,0.397398,0.737158,0.737158,0.587280
14,0.309481,0.309481,0.396773,0.733416,0.733416,0.585070
