raw_accuracy, raw_precision, raw_recall, raw_f-score, adj_accuracy, adj_precision, adj_recall, adj_f-score
0.888609, 0.281337, 0.036095, 0.063981, 0.958121, 0.882896, 0.695146, 0.777852
