epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.556876,0.556876,0.540224,0.953318,0.953318,0.685267
1,0.422453,0.422453,0.468206,0.875599,0.875599,0.660044
2,0.407749,0.407749,0.459155,0.845081,0.845081,0.644743
3,0.399479,0.399479,0.453782,0.829567,0.829567,0.639381
4,0.390774,0.390774,0.448680,0.809371,0.809371,0.628597
5,0.384734,0.384734,0.445279,0.792490,0.792490,0.623511
6,0.379721,0.379721,0.442061,0.791059,0.791059,0.620517
7,0.374814,0.374814,0.438575,0.776038,0.776038,0.613769
8,0.372388,0.372388,0.437121,0.772285,0.772285,0.611132
9,0.369310,0.369310,0.434931,0.780458,0.780458,0.612156
10,0.366584,0.366584,0.433106,0.785397,0.785397,0.613165
11,0.363983,0.363983,0.431011,0.771701,0.771701,0.608567
12,0.361472,0.361472,0.429580,0.766604,0.766604,0.608182
13,0.360506,0.360506,0.428965,0.769731,0.769731,0.607697
14,0.359433,0.359433,0.428231,0.764723,0.764723,0.605892
15,0.358146,0.358146,0.427204,0.759159,0.759159,0.601498
16,0.357023,0.357023,0.426370,0.764416,0.764416,0.604130
17,0.356663,0.356663,0.426493,0.778713,0.778713,0.608739
18,0.355774,0.355774,0.425861,0.784993,0.784993,0.609795
19,0.353193,0.353193,0.423940,0.781267,0.781267,0.609355
20,0.351989,0.351989,0.423360,0.777792,0.777792,0.608309
21,0.351563,0.351563,0.423004,0.775119,0.775119,0.606820
