loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.317593,0.244401,0.317557,33500.20 M Ops,5165.13 M Ops,615.33 M Ops,2.7496 M,0.4540 %,7479.15 uJ,0.307282,0.362264,0.756803
