epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.033438,0.033438,0.013945,0.013945,0.000000,0.000000
1,0.010861,0.010861,0.009456,0.009456,0.000000,0.000000
2,0.008532,0.008532,0.008410,0.008410,0.000000,0.000000
3,0.007734,0.007734,0.008318,0.008318,0.000000,0.000000
4,0.007326,0.007326,0.007733,0.007733,0.000000,0.000000
5,0.007056,0.007056,0.007692,0.007692,0.000000,0.000000
6,0.006858,0.006858,0.007545,0.007545,0.000000,0.000000
7,0.006719,0.006719,0.007380,0.007380,0.000000,0.000000
8,0.006585,0.006585,0.007286,0.007286,0.000000,0.000000
9,0.006509,0.006509,0.007208,0.007208,0.000000,0.000000
10,0.006439,0.006439,0.007078,0.007078,0.000000,0.000000
11,0.006388,0.006388,0.007352,0.007352,0.000000,0.000000
12,0.006372,0.006372,0.007389,0.007389,0.000000,0.000000
13,0.006324,0.006324,0.006970,0.006970,0.000000,0.000000
14,0.006266,0.006266,0.007000,0.007000,0.000000,0.000000
15,0.006255,0.006255,0.006923,0.006923,0.000000,0.000000
16,0.006234,0.006234,0.007056,0.007056,0.000000,0.000000
17,0.006198,0.006198,0.007082,0.007082,0.000000,0.000000
18,0.006187,0.006187,0.007224,0.007224,0.000000,0.000000
