epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.547515,0.356965,0.725685,0.183293,0.000001,0.707819,0.553315,0.798701,0.146517,0.543595,0.495625
1,0.442946,0.304622,0.842412,0.129900,0.000001,0.636744,0.512475,0.821532,0.116054,0.513220,0.480054
2,0.410687,0.291562,0.847324,0.110652,0.000001,0.611987,0.500249,0.818048,0.103557,0.502016,0.474132
3,0.394748,0.284748,0.836859,0.101631,0.000001,0.601671,0.496431,0.797609,0.097264,0.498076,0.472396
4,0.385995,0.279426,0.816235,0.098407,0.000001,0.599747,0.495192,0.770803,0.096847,0.495636,0.471170
5,0.380951,0.275460,0.795963,0.097531,0.000001,0.609954,0.506606,0.753863,0.095809,0.496285,0.472073
6,0.377273,0.271974,0.779868,0.097500,0.000001,0.603798,0.499794,0.732536,0.096678,0.492099,0.469657
7,0.374353,0.268595,0.766590,0.098092,0.000001,0.598563,0.492624,0.722155,0.098718,0.493389,0.471137
8,0.372368,0.265841,0.756957,0.098958,0.000001,0.599150,0.493304,0.714359,0.098702,0.492467,0.470201
9,0.370445,0.263211,0.749401,0.099740,0.000001,0.599360,0.495484,0.712627,0.096750,0.494413,0.471601
10,0.368795,0.260705,0.744613,0.100644,0.000001,0.602166,0.495113,0.702861,0.100024,0.494777,0.471934
11,0.366986,0.258516,0.742521,0.101044,0.000000,0.601257,0.493997,0.703140,0.100229,0.495491,0.472563
12,0.366732,0.258202,0.742083,0.101109,0.000001,0.599122,0.493178,0.704740,0.098896,0.495493,0.472643
13,0.366872,0.258177,0.741984,0.101276,0.000000,0.603220,0.496789,0.703395,0.099397,0.496408,0.473420
14,0.367096,0.258294,0.741944,0.101382,0.000000,0.603031,0.496452,0.702901,0.099550,0.495300,0.472521
