epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.665325,0.665325,0.595270,1.364242,1.364242,0.834501
1,0.567176,0.567176,0.544079,1.325904,1.325904,0.818238
2,0.551052,0.551052,0.535332,1.308865,1.308865,0.812346
3,0.540824,0.540824,0.530186,1.301822,1.301822,0.808086
4,0.534776,0.534776,0.527184,1.297989,1.297989,0.803605
5,0.527993,0.527993,0.524101,1.309025,1.309025,0.808872
6,0.522766,0.522766,0.521881,1.279587,1.279587,0.798630
7,0.519212,0.519212,0.520210,1.273685,1.273685,0.795818
8,0.516974,0.516974,0.518691,1.279855,1.279855,0.798663
9,0.514651,0.514651,0.517552,1.289166,1.289166,0.801928
10,0.513148,0.513148,0.516883,1.264801,1.264801,0.790995
11,0.510930,0.510930,0.515767,1.280450,1.280450,0.796725
12,0.509319,0.509319,0.514566,1.276069,1.276069,0.792900
13,0.508566,0.508566,0.514908,1.271589,1.271589,0.792323
14,0.504244,0.504244,0.512061,1.267411,1.267411,0.791564
15,0.503239,0.503239,0.511755,1.267339,1.267339,0.791070
16,0.502957,0.502957,0.511542,1.268761,1.268761,0.791217
