epoch,train_loss,train_ce,train_rec,train_distill,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.964030,0.857533,0.939362,0.125613,0.759251,0.654304,0.898354,0.151125,0.653961,0.574636
1,0.910025,0.809970,0.857504,0.143055,0.727457,0.633792,0.754248,0.182405,0.633674,0.560867
2,0.883283,0.789282,0.783808,0.156194,0.712507,0.626225,0.664581,0.198237,0.626216,0.555605
3,0.867401,0.777736,0.735239,0.161411,0.704739,0.623077,0.613544,0.203078,0.622877,0.552513
4,0.854464,0.767955,0.701301,0.163785,0.700560,0.622088,0.579890,0.204826,0.621912,0.551656
5,0.843979,0.759649,0.678791,0.164513,0.701558,0.625327,0.560531,0.201778,0.625287,0.552597
6,0.836555,0.753791,0.663534,0.164107,0.701802,0.627016,0.551507,0.196351,0.627089,0.552628
0,0.949800,0.857547,0.922529,0.140461,0.740202,0.654294,0.859079,0.175211,0.653952,0.574624
1,0.893493,0.809960,0.835330,0.157613,0.709638,0.633296,0.763423,0.185183,0.633180,0.560698
2,0.865742,0.787760,0.779820,0.163243,0.697137,0.626705,0.704324,0.189906,0.626693,0.555690
3,0.848628,0.774510,0.741175,0.165829,0.690439,0.624300,0.661389,0.192032,0.624110,0.552782
4,0.833992,0.762968,0.710236,0.166981,0.690014,0.627597,0.624164,0.194453,0.627426,0.553638
5,0.821041,0.752684,0.683562,0.167696,0.694667,0.635264,0.594027,0.195148,0.635190,0.556529
0,0.857532,0.857532,1.000000,0.654340,0.654340,0.000000,0.000000,0.653995,0.574659
1,0.809973,0.809973,1.000000,0.633839,0.633839,0.000000,0.000000,0.633723,0.560899
2,0.789192,0.789192,1.000000,0.626310,0.626310,0.000000,0.000000,0.626300,0.555693
3,0.777716,0.777716,1.000000,0.623393,0.623393,0.000000,0.000000,0.623192,0.552635
4,0.767919,0.767919,1.000000,0.622452,0.622452,0.000000,0.000000,0.622276,0.551823
5,0.759739,0.759739,1.000000,0.625785,0.625785,0.000000,0.000000,0.625739,0.552787
6,0.754201,0.754201,1.000000,0.628074,0.628074,0.000000,0.000000,0.628150,0.552989
0,0.857558,0.857558,1.000000,0.654629,0.654629,0.000000,0.000000,0.654283,0.574895
1,0.809811,0.809811,1.000000,0.633284,0.633284,0.000000,0.000000,0.633174,0.560809
2,0.788218,0.788218,1.000000,0.625349,0.625349,0.000000,0.000000,0.625344,0.555505
3,0.775968,0.775968,1.000000,0.622292,0.622292,0.000000,0.000000,0.622090,0.552442
4,0.765379,0.765379,1.000000,0.621558,0.621558,0.000000,0.000000,0.621392,0.551630
5,0.756449,0.756449,1.000000,0.625841,0.625841,0.000000,0.000000,0.625801,0.552965
6,0.749960,0.749960,1.000000,0.627007,0.627007,0.000000,0.000000,0.627069,0.552467
0,0.857274,0.857274,1.000000,0.654643,0.654643,0.000000,0.000000,0.654307,0.575187
