loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.402743, 0.393085, 0.422395, 0.748871, 171.58 M Ops, 27.25 M Ops, 6.52 M Ops, 0.4768 M, 0.3897 %, 54.52 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.404456, 0.394848, 0.422879, 0.747744, 171.76 M Ops, 27.31 M Ops, 6.90 M Ops, 0.4768 M, 0.4169 %, 56.31 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.404456, 0.394848, 0.422879, 0.747744, 171.76 M Ops, 27.31 M Ops, 6.90 M Ops, 0.4768 M, 0.4169 %, 56.31 uJ
