loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.301066, 0.301554, 0.354542, 234.15 M Ops, 58.20 M Ops, 20.86 M Ops, 0.2644 M, 0.3004 %, 148.33 uJ
