epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,2.292093,2.190876,1.012172,2.291663,2.204785,0.868782,0.083784,0.117870,0.029841,0.157381
1,2.183932,2.083157,1.007753,2.121613,2.020687,1.009252,0.518919,0.619890,0.537256,0.654300
2,1.952661,1.853119,0.995415,1.761163,1.660290,1.008734,0.854054,0.868897,0.828830,0.865559
3,1.708893,1.611896,0.969975,1.468142,1.371840,0.963011,0.900000,0.909336,0.887779,0.899382
4,1.473464,1.380756,0.927077,1.198372,1.110409,0.879626,0.918919,0.926254,0.911179,0.916842
5,1.249102,1.162991,0.861111,0.948419,0.870968,0.774507,0.943243,0.948513,0.936933,0.935638
6,1.054475,0.975176,0.792985,0.741460,0.671049,0.704118,0.964865,0.966290,0.960855,0.958589
7,0.899940,0.826396,0.735445,0.584455,0.517604,0.668514,0.967568,0.967568,0.964873,0.963680
8,0.786668,0.717969,0.686990,0.472914,0.409383,0.635311,0.967568,0.971096,0.967153,0.963981
9,0.706597,0.641656,0.649408,0.389052,0.328928,0.601234,0.975676,0.974884,0.973929,0.973793
10,0.653912,0.592391,0.615210,0.334040,0.278203,0.558376,0.972973,0.971709,0.971596,0.972417
11,0.620886,0.563318,0.575674,0.303877,0.247362,0.565156,0.978378,0.978715,0.977901,0.977644
12,0.599302,0.544810,0.544912,0.282000,0.226461,0.555392,0.972973,0.971709,0.971596,0.972417
13,0.584213,0.533018,0.511949,0.294344,0.240904,0.534398,0.972973,0.973621,0.972263,0.971891
14,0.573324,0.524291,0.490325,0.279584,0.225995,0.535886,0.964865,0.966009,0.964710,0.964725
15,0.565015,0.518229,0.467862,0.256413,0.205150,0.512634,0.975676,0.974884,0.974338,0.974492
16,0.557292,0.512932,0.443595,0.252108,0.200710,0.513983,0.975676,0.977453,0.975436,0.973949
17,0.552747,0.509813,0.429333,0.268956,0.217826,0.511298,0.978378,0.980627,0.978129,0.976018
18,0.547634,0.506279,0.413547,0.253246,0.202597,0.506484,0.975676,0.975541,0.975568,0.976268
19,0.544394,0.504216,0.401780,0.245623,0.195239,0.503841,0.978378,0.980627,0.978129,0.976018
20,0.542029,0.502470,0.395592,0.262138,0.211976,0.501624,0.972973,0.975533,0.971757,0.968483
21,0.538941,0.500518,0.384224,0.248107,0.198175,0.499320,0.978378,0.978715,0.978310,0.978342
22,0.535580,0.498439,0.371416,0.241726,0.192164,0.495622,0.978378,0.980627,0.978129,0.976018
23,0.533302,0.497178,0.361239,0.254362,0.205153,0.492095,0.981081,0.981890,0.980594,0.979713
24,0.531228,0.496047,0.351801,0.242708,0.193606,0.491017,0.975676,0.979365,0.975719,0.972570
25,0.529951,0.495151,0.348006,0.242941,0.194423,0.485179,0.975676,0.977453,0.975845,0.974633
26,0.528267,0.494088,0.341789,0.251589,0.201852,0.497370,0.981081,0.984459,0.981851,0.979536
27,0.527116,0.493635,0.334814,0.236724,0.187917,0.488076,0.981081,0.981890,0.980594,0.979713
28,0.526086,0.493181,0.329046,0.243249,0.194851,0.483986,0.981081,0.984459,0.981851,0.979536
29,0.525051,0.492672,0.323791,0.247794,0.199568,0.482265,0.978378,0.980627,0.978129,0.976018
30,0.524045,0.492142,0.319026,0.237229,0.188855,0.483736,0.981081,0.981890,0.980594,0.979713
31,0.522733,0.491750,0.309836,0.243777,0.195761,0.480160,0.981081,0.981890,0.980594,0.979713
32,0.522118,0.491409,0.307093,0.240761,0.192943,0.478180,0.981081,0.981890,0.980594,0.979713
33,0.521360,0.491037,0.303227,0.240132,0.191858,0.482740,0.975676,0.977453,0.975845,0.974633
34,0.520664,0.490881,0.297828,0.241842,0.194076,0.477662,0.978378,0.980627,0.978129,0.976018
35,0.520142,0.490661,0.294812,0.238264,0.190505,0.477582,0.978378,0.980627,0.978129,0.976018
36,0.519658,0.490538,0.291198,0.243880,0.196479,0.474013,0.981081,0.984459,0.981851,0.979536
37,0.519328,0.490374,0.289542,0.238771,0.191692,0.470793,0.981081,0.981890,0.980594,0.979713
38,0.518704,0.490203,0.285006,0.240556,0.193388,0.471681,0.978378,0.980627,0.978129,0.976018
39,0.518367,0.490132,0.282352,0.240219,0.193236,0.469834,0.981081,0.981890,0.980594,0.979713
40,0.517921,0.490028,0.278931,0.237771,0.190607,0.471639,0.978378,0.980627,0.978129,0.976018
41,0.517729,0.489931,0.277980,0.239375,0.192309,0.470664,0.975676,0.977453,0.975845,0.974633
42,0.517481,0.489904,0.275772,0.238617,0.191392,0.472248,0.978378,0.980627,0.978129,0.976018
43,0.517275,0.489836,0.274389,0.238177,0.190925,0.472530,0.978378,0.978715,0.978310,0.978342
44,0.517091,0.489815,0.272763,0.238055,0.190547,0.475080,0.975676,0.977453,0.975845,0.974633
45,0.516928,0.489753,0.271747,0.238860,0.191381,0.474797,0.975676,0.977453,0.975845,0.974633
46,0.516911,0.489727,0.271835,0.237249,0.190108,0.471410,0.978378,0.978715,0.978310,0.978342
47,0.516781,0.489728,0.270530,0.236591,0.189326,0.472652,0.975676,0.977453,0.975845,0.974633
48,0.516734,0.489734,0.270003,0.237191,0.189992,0.471986,0.978378,0.978715,0.978310,0.978342
49,0.516579,0.489707,0.268714,0.237031,0.189882,0.471490,0.978378,0.978715,0.978310,0.978342
