epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.501117,0.319864,0.518260,0.176070,0.000006,0.325392,0.186138,0.601207,0.133242,0.186091,0.291960
1,0.322625,0.192716,0.602202,0.123887,0.000008,0.277494,0.154669,0.598476,0.116840,0.154692,0.262394
2,0.290454,0.172183,0.602678,0.112244,0.000011,0.256313,0.143423,0.593340,0.106957,0.143467,0.250273
3,0.274116,0.162733,0.591118,0.105472,0.000012,0.246852,0.136974,0.581781,0.104060,0.136985,0.242419
4,0.267731,0.157695,0.583313,0.104202,0.000011,0.242212,0.133919,0.576508,0.102529,0.133959,0.238773
5,0.264441,0.155014,0.577358,0.103653,0.000010,0.240946,0.132068,0.568310,0.103195,0.132070,0.236312
6,0.262788,0.153027,0.573725,0.104023,0.000009,0.240651,0.130818,0.566436,0.104169,0.130808,0.234611
7,0.263277,0.151551,0.573352,0.105993,0.000007,0.241587,0.129506,0.567779,0.106403,0.129532,0.232901
8,0.264273,0.150335,0.573661,0.108202,0.000005,0.242570,0.128182,0.569404,0.108694,0.128175,0.230973
9,0.266128,0.149331,0.574181,0.111055,0.000003,0.244961,0.127379,0.571424,0.111868,0.127397,0.229931
10,0.267321,0.148668,0.575309,0.112900,0.000003,0.245159,0.127190,0.571301,0.112257,0.127222,0.229714
11,0.267646,0.148551,0.575667,0.113338,0.000003,0.245878,0.127205,0.571597,0.112957,0.127219,0.229711
12,0.268118,0.148511,0.576099,0.113845,0.000003,0.246175,0.127149,0.571658,0.113309,0.127166,0.229640
13,0.268549,0.148452,0.576654,0.114331,0.000003,0.246570,0.126921,0.573441,0.113915,0.126948,0.229334
14,0.268738,0.148350,0.577017,0.114618,0.000002,0.246536,0.126972,0.572347,0.113841,0.126997,0.229458
15,0.268751,0.148320,0.577083,0.114660,0.000002,0.246789,0.127040,0.572589,0.114023,0.127019,0.229419
16,0.268794,0.148321,0.577103,0.114702,0.000002,0.246785,0.126987,0.572980,0.114069,0.127029,0.229412
17,0.268842,0.148307,0.577198,0.114763,0.000002,0.246772,0.127056,0.573911,0.113977,0.127031,0.229517
18,0.268908,0.148343,0.577281,0.114792,0.000003,0.246919,0.127007,0.572646,0.114185,0.127012,0.229437
19,0.268890,0.148323,0.577251,0.114795,0.000003,0.246701,0.127024,0.573154,0.113945,0.127023,0.229429
