horizon_zero_based,mse,mae
0,1.16582995508,0.755021122496
1,1.17858911889,0.765696286174
2,1.18354797491,0.767001260024
3,1.16490972891,0.766353176463
4,1.20362497813,0.770289767818
5,1.18074913067,0.76387430139
6,1.14548029633,0.752664456752
7,1.18545461655,0.760809625029
8,1.18531587091,0.764597394147
9,1.15542459779,0.756634678201
10,1.14991491371,0.757037309484
11,1.14207465794,0.755894125843
12,1.13162197142,0.748929168453
13,1.11215995084,0.7418890357
14,1.09206198737,0.741696098824
15,1.07234366233,0.729311717208
16,1.06232392477,0.73000152288
17,1.08848231272,0.73953902486
18,1.07183292672,0.736374968969
19,1.10960696981,0.746970295662
20,1.1140998295,0.741083953094
21,1.13626886769,0.750653515059
22,1.15671747086,0.753319034012
23,1.16277347226,0.756966212868
24,1.18545449237,0.762427892491
25,1.18789993691,0.764648434015
26,1.17909840968,0.765351876396
27,1.16998140348,0.759186859367
28,1.1638404315,0.752937765696
29,1.1700600383,0.757610888621
30,1.18243283646,0.750243559733
31,1.17647526036,0.752896306749
32,1.16154555391,0.748638034313
33,1.13955570821,0.738892493948
34,1.18396816622,0.751138635756
35,1.1713056241,0.751273719233
36,1.14275883757,0.748108481138
37,1.06593689958,0.73007481244
38,1.06081421287,0.727879582438
39,1.07526528898,0.734566878637
40,1.05090789426,0.708409093648
41,1.05950329286,0.726572978613
42,1.05711104895,0.733149112959
43,1.08957171385,0.739335859493
44,1.09929455917,0.741754593807
45,1.12244491771,0.740932100026
46,1.16111378774,0.755975727088
47,1.18096412446,0.7603292192
48,1.17157444582,0.765798178917
49,1.19512958405,0.76044780723
50,1.17823525121,0.77017979738
51,1.17173881058,0.759405597495
52,1.18139559435,0.764255341263
53,1.18697730074,0.762599554472
54,1.16230233049,0.759785353273
55,1.1668343113,0.75695208361
56,1.17743512848,0.763377240798
57,1.18801797861,0.765534062878
58,1.18986902385,0.764107797135
59,1.18931454468,0.759202387428
60,1.1796843241,0.765632196446
61,1.15647184046,0.760212697234
62,1.15891888913,0.758277467098
63,1.16401510214,0.762473644872
64,1.17434347538,0.756446210042
65,1.16202236103,0.763040653082
66,1.18675096143,0.768287780613
67,1.16251276918,0.75973456674
68,1.17643640512,0.766601821078
69,1.22003468278,0.782133224437
70,1.25305740944,0.789718608171
71,1.24727121447,0.789941999994
72,1.24609117306,0.778169774803
73,1.25039644456,0.793458283908
74,1.24257427355,0.791651703461
75,1.25903988083,0.785622653214
76,1.24856795511,0.782100142644
77,1.23856642299,0.782740076603
