variant,mse,mse_sd,mae,mae_sd
heterogeneous_dense,0.36859813623913434,0.002025138558565049,0.4097235866906452,0.0007675397589499946
heterogeneous_no_memory,0.36722610679096784,0.003632382764536951,0.4092051130290882,0.0016609991300057412
heterogeneous_sparse,0.3687273887470352,0.0054568377858271525,0.4092895285256751,0.003320697797919029
homogeneous_dense,0.3914479392981854,0.008941732093925025,0.42857582761800916,0.008140598320132553
homogeneous_no_memory,0.38706645906142834,0.0006892471874263037,0.42614795147834245,0.002533699812020781
homogeneous_sparse,0.39136637958623344,0.006572688346517814,0.42925689974268505,0.004431266229119811
