run_id,layer,variant,data,seed,support_density,empty_read_fraction,mean_real_mass,spike_rate,membrane_diversity
tsmixer_ETTh1_p96_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.016222894191741943,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_no_memory_seed7,block0,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.041307929903268814,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_no_memory_seed7,block1,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.11943292617797852,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh1,7,1.0,0.0,0.9501938223838806,0.01732568070292473,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_dense_seed7,block0,homogeneous_dense,ETTh1,7,1.0,0.0,0.9513511657714844,0.036471620202064514,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_dense_seed7,block1,homogeneous_dense,ETTh1,7,1.0,0.0,0.9392887353897095,0.09191644936800003,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh1,7,0.48729220032691956,0.0040015242993831635,0.9848213195800781,0.017538264393806458,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_sparse_seed7,block0,homogeneous_sparse,ETTh1,7,0.43672874569892883,0.000653310096822679,0.9963823556900024,0.0372953861951828,0.0
tsmixer_ETTh1_p96_flatten_homogeneous_sparse_seed7,block1,homogeneous_sparse,ETTh1,7,0.38646987080574036,0.004300958011299372,0.9852952361106873,0.09521152079105377,0.0
tsmixer_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,embedding,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.009905133687425405,0.10424598306417465
tsmixer_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,block0,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.018498219666071236,0.11759107559919357
tsmixer_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,block1,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.035132998251356184,0.1353157013654709
tsmixer_ETTh1_p96_flatten_heterogeneous_dense_seed7,embedding,heterogeneous_dense,ETTh1,7,1.0,0.0,0.9479737877845764,0.011087637976743281,0.10894777625799179
tsmixer_ETTh1_p96_flatten_heterogeneous_dense_seed7,block0,heterogeneous_dense,ETTh1,7,1.0,0.0,0.9523698091506958,0.01991988136433065,0.12283536791801453
tsmixer_ETTh1_p96_flatten_heterogeneous_dense_seed7,block1,heterogeneous_dense,ETTh1,7,1.0,0.0,0.949792206287384,0.036484906217083335,0.14028969407081604
tsmixer_ETTh1_p96_flatten_heterogeneous_sparse_seed7,embedding,heterogeneous_sparse,ETTh1,7,0.4289175271987915,0.0036476480308920145,0.9850372672080994,0.0113400827976875,0.11065737158060074
tsmixer_ETTh1_p96_flatten_heterogeneous_sparse_seed7,block0,heterogeneous_sparse,ETTh1,7,0.4354240596294403,0.001442726468667388,0.9940163493156433,0.020477917161770165,0.1254844218492508
tsmixer_ETTh1_p96_flatten_heterogeneous_sparse_seed7,block1,heterogeneous_sparse,ETTh1,7,0.39348840713500977,0.0038109757006168365,0.9840883612632751,0.03685028571635485,0.14259150624275208
tsmixer_ETTh2_p96_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.07981239259243011,0.0
tsmixer_ETTh2_p96_flatten_homogeneous_no_memory_seed7,block0,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.08320046961307526,0.0
tsmixer_ETTh2_p96_flatten_homogeneous_no_memory_seed7,block1,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.08152636140584946,0.0
tsmixer_ETTh2_p96_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh2,7,0.9997945427894592,0.0,0.9453635215759277,0.0793340727686882,0.0
tsmixer_ETTh2_p96_flatten_homogeneous_dense_seed7,block0,homogeneous_dense,ETTh2,7,0.9993875026702881,0.0,0.9417110085487366,0.08456898480653763,0.0
tsmixer_ETTh2_p96_flatten_homogeneous_dense_seed7,block1,homogeneous_dense,ETTh2,7,0.999129593372345,0.0,0.9188770651817322,0.08273543417453766,0.0
tsmixer_ETTh2_p96_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh2,7,0.5176348090171814,0.002735736081376672,0.9922875761985779,0.08034385740756989,0.0
tsmixer_ETTh2_p96_flatten_homogeneous_sparse_seed7,block0,homogeneous_sparse,ETTh2,7,0.43245694041252136,0.0024226915556937456,0.9924294948577881,0.08522002398967743,0.0
