loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.433182, 0.420200, 0.412354, 0.619637, 385.59 M Ops, 60.51 M Ops, 13.02 M Ops, 0.9584 M, 0.4022 %, 114.37 uJ
