loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.464726, 0.464081, 0.474703, 128.91 M Ops, 6.83 M Ops, 69.72 M Ops, 0.4886 M, 0.3922 %, 326.85 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.458999, 0.458325, 0.470878, 128.91 M Ops, 6.81 M Ops, 69.72 M Ops, 0.4886 M, 0.3919 %, 326.83 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.461154, 0.460422, 0.471249, 105.44 M Ops, 3.78 M Ops, 80.83 M Ops, 0.4803 M, 0.4310 %, 375.21 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.512546, 0.512057, 0.503092, 105.44 M Ops, 4.51 M Ops, 75.09 M Ops, 0.4803 M, 0.4143 %, 349.49 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.460127, 0.459408, 0.471114, 105.44 M Ops, 4.77 M Ops, 75.09 M Ops, 0.4803 M, 0.4166 %, 349.73 uJ
