loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.392580, 0.383205, 0.408122, 173.47 M Ops, 29.00 M Ops, 10.66 M Ops, 0.3932 M, 0.3419 %, 75.15 uJ
