epoch,train_loss,train_mse,train_mae,train_max_abs_state,train_firing_rate,train_eta,train_kappa,train_would_cap_rate,train_support_p,train_score_std,train_grad_WQ_norm,train_grad_WQ_norm_observations,train_grad_WK_norm,train_grad_WK_norm_observations,train_grad_eta_hat_norm,train_grad_eta_hat_norm_observations,train_grad_WQ_absmax,train_grad_WQ_absmax_observations,train_grad_WK_absmax,train_grad_WK_absmax_observations,train_grad_absmax_all,train_grad_absmax_all_observations,train_singleton_frac,train_singleton_frac_observations,train_grad_total_norm_pre_mean,train_grad_total_norm_pre_max,train_grad_total_norm_post_max,train_clip_rate_all_batches,train_batches_seen,val_loss,val_mse,val_mae
0,0.319443,0.319443,0.475848,19.480541,0.195205,0.017752,1.000000,0.000000,0.470253,0.897453,0.005344,4.000000,0.059973,4.000000,0.000584,4.000000,0.003547,4.000000,0.112793,4.000000,1.013292,4.000000,0.055444,4.000000,1.050340,2.659037,1.000000,0.437500,32.000000,0.279507,0.279507,0.443779
1,0.251755,0.251755,0.413250,26.336231,0.191584,0.017254,1.000000,0.000000,0.442049,0.878508,0.006758,4.000000,0.009133,4.000000,0.000636,4.000000,0.007521,4.000000,0.010167,4.000000,0.782435,4.000000,0.060913,4.000000,1.135311,12.782496,1.000000,0.156250,32.000000,0.252102,0.252102,0.410602
