epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.677193,0.677193,0.599754,1.383461,1.383461,0.836095
1,0.578389,0.578389,0.548385,1.345538,1.345538,0.826654
2,0.561184,0.561184,0.540065,1.328651,1.328651,0.821301
3,0.551467,0.551467,0.535197,1.316215,1.316215,0.815207
4,0.543045,0.543045,0.531182,1.304686,1.304686,0.809763
5,0.536185,0.536185,0.528046,1.308653,1.308653,0.809611
6,0.528888,0.528888,0.524067,1.309212,1.309212,0.808333
7,0.524436,0.524436,0.522221,1.301298,1.301298,0.806832
8,0.519545,0.519545,0.519899,1.291720,1.291720,0.806417
9,0.518272,0.518272,0.519336,1.279439,1.279439,0.800518
10,0.516575,0.516575,0.518513,1.290259,1.290259,0.802347
11,0.514072,0.514072,0.517253,1.283521,1.283521,0.800969
12,0.511767,0.511767,0.516291,1.292397,1.292397,0.805055
13,0.509307,0.509307,0.514910,1.284306,1.284306,0.801694
14,0.508905,0.508905,0.514826,1.278813,1.278813,0.798193
15,0.507665,0.507665,0.514130,1.276828,1.276828,0.797039
16,0.506044,0.506044,0.513350,1.274344,1.274344,0.797455
17,0.505424,0.505424,0.512905,1.278386,1.278386,0.798774
18,0.504371,0.504371,0.512746,1.281418,1.281418,0.799832
19,0.503216,0.503216,0.512196,1.282611,1.282611,0.801055
20,0.500607,0.500607,0.510881,1.281016,1.281016,0.801422
21,0.500015,0.500015,0.510935,1.281550,1.281550,0.801535
22,0.499598,0.499598,0.510685,1.283291,1.283291,0.802226
