epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.470002,0.206263,0.263738,0.085835,0.477507,0.177444,0.300063,0.018024
1,0.328773,0.160230,0.168542,0.101265,0.261173,0.106272,0.154900,0.089049
2,0.273278,0.139963,0.133315,0.107464,0.197680,0.077712,0.119968,0.114738
3,0.233905,0.124549,0.109357,0.112203,0.167427,0.068901,0.098526,0.121235
4,0.202601,0.111203,0.091398,0.116377,0.140514,0.058192,0.082322,0.124158
5,0.180638,0.102495,0.078143,0.120773,0.120769,0.050181,0.070589,0.127710
6,0.158100,0.088765,0.069335,0.124470,0.108633,0.045809,0.062823,0.131127
7,0.142294,0.078702,0.063592,0.128017,0.098777,0.040516,0.058261,0.133829
8,0.133519,0.073517,0.060002,0.131540,0.091619,0.037000,0.054619,0.139438
9,0.125737,0.068416,0.057321,0.134723,0.087615,0.035255,0.052360,0.140541
10,0.127846,0.072494,0.055352,0.137495,0.081992,0.031158,0.050833,0.142966
11,0.129909,0.076289,0.053620,0.140218,0.078624,0.030072,0.048551,0.148369
12,0.129435,0.077219,0.052216,0.142537,0.075379,0.028036,0.047344,0.149387
13,0.106651,0.055547,0.051103,0.144782,0.073145,0.026712,0.046434,0.151672
14,0.103662,0.053675,0.049986,0.146811,0.070839,0.025396,0.045444,0.152839
15,0.102097,0.053067,0.049030,0.148724,0.069484,0.024996,0.044488,0.155058
16,0.104779,0.056561,0.048218,0.150405,0.068294,0.024574,0.043720,0.156609
17,0.100548,0.052929,0.047619,0.152009,0.066700,0.023714,0.042986,0.159068
18,0.096917,0.049981,0.046936,0.153442,0.066040,0.023531,0.042509,0.160137
19,0.098779,0.052399,0.046380,0.154638,0.064172,0.022203,0.041969,0.161517
20,0.089671,0.043706,0.045965,0.155721,0.064206,0.022351,0.041855,0.161565
21,0.090790,0.045250,0.045541,0.156583,0.064099,0.022639,0.041459,0.161294
22,0.087278,0.042182,0.045096,0.157552,0.063438,0.021948,0.041490,0.161490
23,0.090739,0.045904,0.044836,0.158425,0.062219,0.021667,0.040552,0.162472
24,0.083682,0.039169,0.044513,0.158946,0.062159,0.021707,0.040452,0.167245
25,0.104763,0.060510,0.044253,0.159399,0.061352,0.021475,0.039877,0.166599
26,0.089636,0.045730,0.043907,0.160081,0.060268,0.020744,0.039525,0.165822
27,0.104088,0.060418,0.043670,0.160420,0.060810,0.021265,0.039545,0.165796
28,0.080865,0.037482,0.043383,0.161008,0.060018,0.020865,0.039153,0.167058
29,0.082305,0.039110,0.043195,0.161629,0.060637,0.021271,0.039366,0.165420
