loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.390513, 0.300380, 0.300874, 0.232586, 0.237366, 0.300874, 525.92 M Ops, 61.56 M Ops, 85.18 M Ops, 0.0663 M, 0.3716 %, 447.24 uJ, 0.681818, 0.000000, 0.090909, 0.430769
