epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.556373,0.556373,0.538325,0.833780,0.833780,0.633861
1,0.396835,0.396835,0.452063,0.764793,0.764793,0.607753
2,0.379082,0.379082,0.440398,0.745507,0.745507,0.603498
3,0.372893,0.372893,0.436807,0.755963,0.755963,0.603584
4,0.368831,0.368831,0.434369,0.764597,0.764597,0.604976
5,0.366063,0.366063,0.432906,0.757035,0.757035,0.601622
6,0.361262,0.361262,0.429087,0.752870,0.752870,0.600149
7,0.359497,0.359497,0.428175,0.744886,0.744886,0.598875
8,0.356968,0.356968,0.426483,0.738564,0.738564,0.596519
9,0.354788,0.354788,0.425803,0.744983,0.744983,0.597440
10,0.353457,0.353457,0.425227,0.739892,0.739892,0.598278
11,0.351934,0.351934,0.424238,0.742917,0.742917,0.595960
12,0.349793,0.349793,0.423062,0.740281,0.740281,0.595792
13,0.348344,0.348344,0.422354,0.742126,0.742126,0.597096
14,0.347436,0.347436,0.421606,0.750161,0.750161,0.597999
