loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.437718,0.414905,0.433184,131.61 M Ops,13.47 M Ops,4.39 M Ops,0.5714 M,0.2349 %,32.30 uJ,0.561890,0.523140,0.734930
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.437322,0.415376,0.432855,131.61 M Ops,15.25 M Ops,4.39 M Ops,0.5714 M,0.2366 %,33.91 uJ,0.561016,0.522366,0.734629
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.437127,0.412880,0.431590,131.61 M Ops,18.51 M Ops,4.39 M Ops,0.5714 M,0.2309 %,36.84 uJ,0.561898,0.523516,0.736224
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.437390,0.416528,0.433143,131.61 M Ops,18.66 M Ops,4.39 M Ops,0.5714 M,0.2337 %,36.97 uJ,0.569335,0.525280,0.733893
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.437403,0.412904,0.431766,131.61 M Ops,18.72 M Ops,4.39 M Ops,0.5714 M,0.2317 %,37.02 uJ,0.560857,0.522928,0.736209
