epoch,train_loss,train_ce,train_rec,train_distill,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.546453,0.458214,0.882393,0.182226,0.305931,0.220613,0.853180,0.177251,0.220754,0.322984
1,0.508445,0.434186,0.742598,0.196444,0.293427,0.221766,0.716607,0.203065,0.221386,0.319951
2,0.478457,0.413140,0.653174,0.207745,0.284554,0.220869,0.636848,0.214319,0.221088,0.319341
0,0.543831,0.457874,0.859572,0.186387,0.302405,0.220309,0.820960,0.178337,0.220450,0.322861
1,0.503957,0.434468,0.694889,0.205458,0.288712,0.222309,0.664025,0.211537,0.221936,0.320331
2,0.474841,0.414564,0.602775,0.219002,0.278274,0.219141,0.591327,0.221198,0.219341,0.318497
3,0.462474,0.406947,0.555276,0.228730,0.277939,0.222268,0.556712,0.229468,0.222354,0.320172
4,0.454369,0.400475,0.538938,0.234737,0.274933,0.220898,0.540345,0.231324,0.220733,0.319234
0,0.453330,0.453330,1.000000,0.220276,0.220276,0.000000,0.000000,0.220429,0.322368
1,0.424748,0.424748,1.000000,0.220845,0.220845,0.000000,0.000000,0.220476,0.319819
2,0.400813,0.400813,1.000000,0.220250,0.220250,0.000000,0.000000,0.220471,0.319523
3,0.390826,0.390826,1.000000,0.223132,0.223132,0.000000,0.000000,0.223216,0.321150
4,0.381191,0.381191,1.000000,0.222398,0.222398,0.000000,0.000000,0.222235,0.320927
0,0.459407,0.459407,1.000000,0.223325,0.223325,0.000000,0.000000,0.223469,0.325268
1,0.421854,0.421854,1.000000,0.222808,0.222808,0.000000,0.000000,0.222399,0.321006
2,0.390039,0.390039,1.000000,0.224025,0.224025,0.000000,0.000000,0.224222,0.321198
3,0.374109,0.374109,1.000000,0.227481,0.227481,0.000000,0.000000,0.227491,0.323090
0,0.459407,0.459407,1.000000,0.223325,0.223325,0.000000,0.000000,0.223469,0.325268
1,0.421854,0.421854,1.000000,0.222808,0.222808,0.000000,0.000000,0.222399,0.321006
2,0.390039,0.390039,1.000000,0.224025,0.224025,0.000000,0.000000,0.224222,0.321198
3,0.374109,0.374109,1.000000,0.227481,0.227481,0.000000,0.000000,0.227491,0.323090
