epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,1.048429,0.858345,0.885468,0.181229,0.000002,0.855791,0.673531,0.922774,0.173033,0.673636,0.586985
1,0.953048,0.800113,0.915298,0.143783,0.000001,0.797224,0.653014,0.925299,0.134957,0.652656,0.571780
2,0.890949,0.767580,0.928197,0.114087,0.000001,0.763877,0.643517,0.928904,0.111071,0.644183,0.563604
3,0.854655,0.744787,0.932045,0.100548,0.000001,0.759178,0.647171,0.930455,0.102702,0.647439,0.562376
4,0.831953,0.727126,0.930870,0.095519,0.000001,0.762568,0.654549,0.925723,0.098762,0.654492,0.563671
5,0.814711,0.712190,0.926981,0.093252,0.000002,0.762463,0.655531,0.921792,0.097713,0.654789,0.563433
6,0.799064,0.697758,0.923216,0.092074,0.000001,0.762847,0.657587,0.914942,0.096110,0.657788,0.563936
7,0.791115,0.689853,0.920160,0.092061,0.000001,0.764294,0.658713,0.914463,0.096436,0.658490,0.564412
8,0.789178,0.688094,0.920369,0.091881,0.000002,0.762780,0.657893,0.914695,0.095741,0.658174,0.564574
9,0.787829,0.686807,0.920336,0.091818,0.000001,0.764063,0.658866,0.913566,0.096062,0.659082,0.564639
