loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.326810,0.280216,0.328039,76.17 M Ops,10.15 M Ops,5.29 M Ops,0.1421 M,0.4307 %,33.47 uJ,0.280216,0.328039,0.818007
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.326810,0.280216,0.328039,76.17 M Ops,10.15 M Ops,5.29 M Ops,0.1421 M,0.4307 %,33.47 uJ,0.280216,0.328039,0.818007
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.326970,0.282370,0.328200,76.17 M Ops,10.14 M Ops,5.29 M Ops,0.1421 M,0.4306 %,33.46 uJ,0.282370,0.328200,0.816608
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.328519,0.284151,0.329635,76.17 M Ops,10.11 M Ops,5.29 M Ops,0.1421 M,0.4306 %,33.43 uJ,0.284151,0.329635,0.815451
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.325971,0.280691,0.327189,76.17 M Ops,9.76 M Ops,5.29 M Ops,0.1421 M,0.4293 %,33.11 uJ,0.280691,0.327189,0.817698
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.325971,0.280691,0.327189,76.17 M Ops,9.76 M Ops,5.29 M Ops,0.1421 M,0.4293 %,33.11 uJ,0.280691,0.327189,0.817698
