loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.202614, 0.967568, 0.973665, 0.971304, 0.970435, 0.973665, 1207.00 M Ops, 133.89 M Ops, 24.47 M Ops, 23.0891 M, 0.3585 %, 233.05 uJ, 1.000000, 0.942857, 0.931818, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.931035
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.191845, 0.978378, 0.979769, 0.978336, 0.977339, 0.979769, 1207.00 M Ops, 137.24 M Ops, 24.47 M Ops, 23.0891 M, 0.3567 %, 236.07 uJ, 1.000000, 0.942857, 0.977273, 0.977273, 1.000000, 1.000000, 0.975000, 0.980000, 0.965517
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.213875, 0.970270, 0.973412, 0.972196, 0.972141, 0.973412, 1207.00 M Ops, 141.82 M Ops, 24.47 M Ops, 21.9064 M, 0.3974 %, 240.19 uJ, 1.000000, 0.942857, 0.954545, 0.977273, 1.000000, 1.000000, 0.975000, 0.980000, 0.931035
