loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.402385, 0.288973, 0.288753, 0.211845, 0.233433, 0.288753, 671.49 M Ops, 72.90 M Ops, 86.68 M Ops, 0.0813 M, 0.3680 %, 464.32 uJ, 0.818182, 0.000000, 0.106061, 0.230769
