loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393029,0.399298,0.392836,295.48 M Ops,30.44 M Ops,8.26 M Ops,1.1683 M,0.2139 %,65.38 uJ,0.527443,0.466132,0.742020
