epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.825308,0.683037,0.687141,0.135399,0.000042,1.720416,1.623995,0.776243,0.088659,1.624266,0.878895
1,0.698836,0.626822,0.871998,0.063293,0.000084,1.645527,1.584050,0.864712,0.052830,1.583891,0.862996
2,0.661967,0.607062,0.898568,0.045919,0.000102,1.626787,1.573275,0.860813,0.044904,1.571973,0.856962
3,0.645096,0.594004,0.885892,0.042231,0.000127,1.621069,1.570956,0.849285,0.041621,1.570175,0.854932
4,0.634018,0.584025,0.865876,0.041333,0.000141,1.622530,1.573355,0.828758,0.040887,1.574793,0.856262
5,0.625701,0.575976,0.845433,0.041268,0.000145,1.623177,1.573910,0.807029,0.041196,1.575464,0.856062
6,0.618105,0.568410,0.824996,0.041444,0.000137,1.622749,1.573582,0.785380,0.041313,1.574179,0.855540
7,0.612670,0.562576,0.812030,0.041971,0.000162,1.622587,1.572806,0.779295,0.041989,1.574942,0.855944
8,0.612013,0.561863,0.810669,0.042042,0.000158,1.620624,1.571710,0.783314,0.041081,1.572846,0.855383
9,0.611122,0.561118,0.808791,0.041915,0.000136,1.623582,1.573933,0.776333,0.041887,1.572477,0.855121
10,0.610243,0.560116,0.807078,0.042055,0.000162,1.628938,1.579645,0.777834,0.041514,1.578356,0.857339
