loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.493754, 0.477485, 0.457646, 0.562414, 144.83 M Ops, 18.63 M Ops, 3.89 M Ops, 0.5562 M, 0.4076 %, 34.68 uJ
