shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.386440,0.375054,0.386673,41.80 M Ops,5.11 M Ops,11.52 M Ops,0.0830 M,0.4724 %,57.57 uJ,0.375054,0.386673,0.661616
