run_id,architecture,horizon,data,seed,heterogeneous,variant,policy,mse,mae,best_epoch,epochs,best_val_mse,parameters,seconds,log_path,support_density,empty_read_fraction,mean_real_mass,mean_gate_after_first_patch,mean_lag_in_patches,evidence_to_charge_abs_ratio,off_minus_full_mse,uniform_minus_full_mse,recent_minus_full_mse
tsmixer_ETTh1_p720_flatten_heterogeneous_dense_seed7,tsmixer,720,ETTh1,7,True,heterogeneous_dense,dense,0.5615172197403078,0.5437816267556961,2,9,1.2114865314895187,991024,204.0333662033081,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_dense,1.0,0.0,0.9508669376373291,0.487264484167099,9.933366979414131,0.01939762569963932,-0.024385393323229976,-0.0009159134622942489,0.011823780685580765
tsmixer_ETTh1_p720_flatten_heterogeneous_dense_seed13,tsmixer,720,ETTh1,13,True,heterogeneous_dense,dense,0.5553903155006821,0.5419476074170201,1,8,1.2124390623838428,991024,158.35165119171143,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_dense,1.0,0.0,0.9502956867218018,0.48324719071388245,10.07914696278749,0.019378220662474632,-0.010389228001724593,-0.0008793435209142331,0.004350801016072325
tsmixer_ETTh1_p720_flatten_heterogeneous_dense_seed21,tsmixer,720,ETTh1,21,True,heterogeneous_dense,dense,0.534671638675716,0.5372148899175331,1,8,1.1845101204077901,991024,183.54919815063477,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_dense,1.0,0.0,0.9493293166160583,0.4743735194206238,9.978216722607613,0.01966354064643383,-0.001543477042714625,0.00024331344411787637,0.005584548049224147
tsmixer_ETTh1_p720_flatten_heterogeneous_no_memory_seed7,tsmixer,720,ETTh1,7,True,heterogeneous_no_memory,off,0.5502999493673633,0.5381580826670521,2,9,1.2063783140646105,991024,37.73435974121094,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,1.0,0.0,0.0,0.0,0.0,,,
tsmixer_ETTh1_p720_flatten_heterogeneous_no_memory_seed13,tsmixer,720,ETTh1,13,True,heterogeneous_no_memory,off,0.5486600796974204,0.5374094295745561,1,8,1.206069179298246,991024,32.95581817626953,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,1.0,0.0,0.0,0.0,0.0,,,
tsmixer_ETTh1_p720_flatten_heterogeneous_no_memory_seed21,tsmixer,720,ETTh1,21,True,heterogeneous_no_memory,off,0.5344500952341434,0.5370964617566004,1,8,1.1828379522970298,991024,33.48833727836609,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,1.0,0.0,0.0,0.0,0.0,,,
tsmixer_ETTh1_p720_flatten_heterogeneous_sparse_seed7,tsmixer,720,ETTh1,7,True,heterogeneous_sparse,sparse,0.5585276813388136,0.5423868676130951,2,9,1.2090728216973345,991024,242.11133980751038,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_sparse,0.41667184233665466,0.001973540987819433,0.9902284145355225,0.505736231803894,6.799660929241684,0.023176807910203934,-0.027669919501841722,-0.008303684342677808,0.0037113124373698847
tsmixer_ETTh1_p720_flatten_heterogeneous_sparse_seed13,tsmixer,720,ETTh1,13,True,heterogeneous_sparse,sparse,0.5598049733937677,0.5445558152734794,1,8,1.2095325995360233,991024,234.76895380020142,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_sparse,0.43920910358428955,0.003402656875550747,0.9857455492019653,0.5005917549133301,7.276593993821711,0.022949960082769394,-0.013664066083661552,-0.004555045985097039,0.0008723800583804175
tsmixer_ETTh1_p720_flatten_heterogeneous_sparse_seed21,tsmixer,720,ETTh1,21,True,heterogeneous_sparse,sparse,0.534029057250807,0.5367671754813393,1,8,1.1831662685352888,991024,211.62031769752502,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_sparse,0.4222736060619354,0.002245753537863493,0.9900531768798828,0.495107501745224,7.446226081089033,0.022530019283294678,3.8845098060402705e-06,-0.001308164058011707,0.0035886265974626186
tsmixer_ETTh1_p720_flatten_homogeneous_dense_seed7,tsmixer,720,ETTh1,7,False,homogeneous_dense,dense,0.5840033870081466,0.5637314264157248,2,9,1.2348081747690964,991024,179.202463388443,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_tsmixer_p720/ETTh1/260915/260915+model+myModel+architecture+tsmixer+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_dense,1.0,0.0,0.9503689408302307,0.501606822013855,10.187798615777865,0.021397192031145096,-0.022877114223748718,-0.0028221791243856487,0.008540952342489416
