variant,mse,mse_sd,mae,mae_sd
heterogeneous_dense,0.7577808389782493,0.0321104129093569,0.6071610254571701,0.012591835036056024
heterogeneous_no_memory,0.7814657112182073,0.03781570639379214,0.614955634387593,0.018119995140414704
heterogeneous_sparse,0.7565604097897104,0.023316450106103795,0.6099085293112032,0.014725797253268846
homogeneous_dense,0.7929319698762954,0.011241635940166908,0.6289392779564212,0.00917930925571328
homogeneous_no_memory,0.8024685507038392,0.0378638635264523,0.6273059210064981,0.012954740675859432
homogeneous_sparse,0.7871262676559553,0.019379424238818613,0.6277435613031391,0.010979997496688033
