epoch,train_loss,train_mse,train_mae,train_max_abs_state,train_firing_rate,train_eta,train_kappa,train_would_cap_rate,train_support_p,train_score_std,train_grad_WQ_norm,train_grad_WK_norm,train_grad_eta_hat_norm,train_grad_WQ_absmax,train_grad_WK_absmax,train_grad_absmax_all,train_grad_total_norm_pre,train_clip_rate,train_singleton_frac,val_loss,val_mse,val_mae
0,0.408529,0.408529,0.538467,289.044525,0.201869,1.000000,0.727358,0.131454,0.402726,0.868223,146777747.320312,1069780528.187500,0.000000,133020469.355469,937522769.187500,937838722.437500,1100464792.531250,1.000000,0.057445,0.405202,0.405202,0.540265
1,0.362318,0.362318,0.509186,238.741180,0.205488,1.000000,0.726271,0.135445,0.401947,0.864403,358597.088379,4420326.537109,0.000000,251829.624512,3005877.440430,3111851.394531,5150647.914062,1.000000,0.063319,0.359574,0.359574,0.508586
2,0.332759,0.332759,0.486916,118.824821,0.206738,1.000000,0.727998,0.135723,0.409874,0.852574,7705778.093750,37704915.875000,0.000000,4492723.257812,24741759.703125,60020742.718750,83279752.500000,1.000000,0.049447,0.333280,0.333280,0.487473
3,0.307458,0.307458,0.466239,148.606216,0.209086,1.000000,0.728050,0.137026,0.401580,0.863946,67846.833496,154678.074219,0.000000,42604.592773,108346.157715,212310.422852,334111.869141,1.000000,0.063700,0.309228,0.309228,0.468368
4,0.293544,0.293544,0.453600,187.367615,0.212876,1.000000,0.730140,0.136253,0.400643,0.875495,114669.204468,399366.225586,0.000000,82907.401367,334652.810547,414591.071289,587522.728516,1.000000,0.065492,0.302808,0.302808,0.463057
5,0.288127,0.288127,0.450093,211.825623,0.204584,1.000000,0.723746,0.138410,0.394637,0.893821,31035903.685547,70564974.031250,0.000000,20846774.325195,66339723.164062,66377759.707031,78439890.007812,1.000000,0.061080,0.296820,0.296820,0.458431
6,0.284434,0.284434,0.446803,247.813065,0.204607,1.000000,0.722385,0.136803,0.395657,0.887290,2323503.765625,6907812.695312,0.000000,1483013.625000,5151478.828125,11660756.875000,16548745.093750,1.000000,0.060889,0.293573,0.293573,0.455641
7,0.282034,0.282034,0.442919,247.237518,0.197469,1.000000,0.716219,0.138514,0.390069,0.888195,22761788.771484,111754113.468750,0.000000,11519636.418457,103445378.781250,103445378.781250,121405484.312500,1.000000,0.063203,0.288224,0.288224,0.447793
