epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.535903,0.535903,0.527215,0.906913,0.906913,0.668931
1,0.420849,0.420849,0.467339,0.868318,0.868318,0.653600
2,0.407073,0.407073,0.459196,0.847632,0.847632,0.646595
3,0.399373,0.399373,0.454020,0.835382,0.835382,0.638445
4,0.391610,0.391610,0.448479,0.824241,0.824241,0.635298
5,0.385166,0.385166,0.444325,0.798626,0.798626,0.624415
6,0.380177,0.380177,0.441409,0.788415,0.788415,0.620181
7,0.376079,0.376079,0.439065,0.790629,0.790629,0.620701
8,0.372526,0.372526,0.436175,0.778403,0.778403,0.614295
9,0.370996,0.370996,0.435324,0.772825,0.772825,0.611064
