loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.437375, 0.258555, 0.258625, 0.217898, 0.241618, 0.258625, 650.59 M Ops, 46.40 M Ops, 159.83 M Ops, 0.0731 M, 0.3976 %, 776.99 uJ, 0.590909, 0.045455, 0.121212, 0.276923
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.398448, 0.250951, 0.251049, 0.211564, 0.188144, 0.251049, 514.16 M Ops, 39.65 M Ops, 157.59 M Ops, 0.0581 M, 0.4351 %, 760.62 uJ, 0.469697, 0.000000, 0.257576, 0.276923
