run_id,data,head,variant,heterogeneous,retrieval,seed,mse,mae,best_epoch,epochs,parameters,seconds,initial_parameter_sha256,log_path,memory_gate,memory_entropy,mean_lag_patches,membrane_diversity,evidence_ratio,spike_rate,persistence_mse,window_mean_mse,off_mse,off_minus_full_mse,uniform_mse,uniform_minus_full_mse,recent_mse,recent_minus_full_mse,architecture,horizon
ETTh1_p96_flatten_homogeneous_retrieval_seed13,ETTh1,flatten,homogeneous_retrieval,False,True,13,0.4677901842040333,0.4688258214817778,9,10,133573,53.616886138916016,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_homogeneous_retrieval,0.5407609343528748,0.9254534244537354,10.680428862571716,0.0,0.0200008153915405,0.0419323965907096,1.2943705953377025,0.7060436140933205,0.4719110708985624,0.004120886694529,0.4684142232580303,0.0006240390539969,0.4684005837175346,0.0006103995135012,patch_snn,96
ETTh1_p96_flatten_homogeneous_retrieval_seed21,ETTh1,flatten,homogeneous_retrieval,False,True,21,0.4640257069756809,0.4669981686393766,9,10,133573,48.955310344696045,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_homogeneous_retrieval,0.5378994345664978,0.9334301352500916,10.72007450129604,0.0,0.0198834519833326,0.0396736823022365,1.2943705953377025,0.7060436140933205,0.4708055115064217,0.0067798045307407,0.4651038971901463,0.0010781902144653,0.4645744067120891,0.0005486997364081,patch_snn,96
ETTh2_p96_flatten_heterogeneous_no_memory_seed7,ETTh2,flatten,heterogeneous_no_memory,True,False,7,0.333736023498373,0.3962578168238457,1,5,133573,11.37968611717224,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.2179580926895141,0.0,0.0947498120367527,0.431657389398305,0.3846259106530421,,,,,,,patch_snn,96
ETTh2_p96_flatten_heterogeneous_no_memory_seed13,ETTh2,flatten,heterogeneous_no_memory,True,False,13,0.3874704721294443,0.4349033213076065,1,5,133573,12.611171007156372,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.2412288337945938,0.0,0.0723420209251344,0.431657389398305,0.3846259106530421,,,,,,,patch_snn,96
ETTh2_p96_flatten_heterogeneous_no_memory_seed21,ETTh2,flatten,heterogeneous_no_memory,True,False,21,0.3198998504762116,0.3826825499916397,1,5,133573,10.584928512573242,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.2327660024166107,0.0,0.0772215123288333,0.431657389398305,0.3846259106530421,,,,,,,patch_snn,96
ETTh2_p96_flatten_heterogeneous_retrieval_seed7,ETTh2,flatten,heterogeneous_retrieval,True,True,7,0.3298496200936137,0.3933288297681467,1,5,133573,28.585755825042725,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_retrieval,0.4948250353336334,0.951088845729828,9.366517298680265,0.2164686769247055,0.0165192130953073,0.095341064967215,0.431657389398305,0.3846259106530421,0.3414665542297584,0.0116169341361446,0.3305392606786073,0.0006896405849935,0.3300671986129155,0.0002175785193018,patch_snn,96
ETTh2_p96_flatten_heterogeneous_retrieval_seed13,ETTh2,flatten,heterogeneous_retrieval,True,True,13,0.3708812226130332,0.4222740401063053,1,5,133573,25.733312606811523,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_retrieval,0.4752794802188873,0.9374167323112488,9.097420702513771,0.2427963465452194,0.0144763374701142,0.0750225852243602,0.431657389398305,0.3846259106530421,0.3920435125851523,0.0211622899721191,0.3713582118870621,0.0004769892740289,0.3711066694934765,0.0002254468804433,patch_snn,96
ETTh2_p96_flatten_heterogeneous_retrieval_seed21,ETTh2,flatten,heterogeneous_retrieval,True,True,21,0.3168813847852614,0.3798806575998333,1,5,133573,28.18833422660828,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_retrieval,0.4837481677532196,0.9548403024673462,9.343658121928456,0.2381376922130584,0.0168072450906038,0.0787428235635161,0.431657389398305,0.3846259106530421,0.324441925655902,0.0075605408706405,0.3177308674121323,0.0008494826268709,0.3170014172567758,0.0001200324715143,patch_snn,96
ETTh2_p96_flatten_homogeneous_no_memory_seed7,ETTh2,flatten,homogeneous_no_memory,False,False,7,0.3490934489678224,0.4097338609550098,1,5,133573,10.389272451400757,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.1114211305975914,0.431657389398305,0.3846259106530421,,,,,,,patch_snn,96
ETTh2_p96_flatten_homogeneous_no_memory_seed13,ETTh2,flatten,homogeneous_no_memory,False,False,13,0.3965466020881373,0.4408211418926286,1,5,133573,10.690802812576294,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.0829480215907096,0.431657389398305,0.3846259106530421,,,,,,,patch_snn,96
ETTh2_p96_flatten_homogeneous_no_memory_seed21,ETTh2,flatten,homogeneous_no_memory,False,False,21,0.3356531812538996,0.4001057827471074,1,5,133573,10.749848127365112,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.0927933678030967,0.431657389398305,0.3846259106530421,,,,,,,patch_snn,96
ETTh2_p96_flatten_homogeneous_retrieval_seed7,ETTh2,flatten,homogeneous_retrieval,False,True,7,0.3350719694575723,0.4011571316114743,1,5,133573,26.48174452781677,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_retrieval,0.4940681755542755,0.9735910892486572,10.793604172708,0.0,0.0155011992901563,0.1110889613628387,0.431657389398305,0.3846259106530421,0.3409420998773984,0.0058701304198261,0.3356415314749258,0.0005695620173535,0.3334758887094675,-0.0015960807481047,patch_snn,96
ETTh2_p96_flatten_homogeneous_retrieval_seed13,ETTh2,flatten,homogeneous_retrieval,False,True,13,0.3359778316010113,0.4003699939400423,7,10,133573,48.98396873474121,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_homogeneous_retrieval,0.4580012261867523,0.9656566381454468,10.756941189290956,0.0,0.0113518647849559,0.1109561026096344,0.431657389398305,0.3846259106530421,0.3362190008934836,0.0002411692924722,0.3360140938743874,3.6262273376108656e-05,0.3364728033266085,0.0004949717255971,patch_snn,96
ETTh2_p96_flatten_homogeneous_retrieval_seed21,ETTh2,flatten,homogeneous_retrieval,False,True,21,0.3367991594479458,0.4017919428271043,1,5,133573,26.038981914520264,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh2/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_homogeneous_retrieval,0.4888657033443451,0.9783542156219482,10.822140659030993,0.0,0.0162009168416261,0.0926737859845161,0.431657389398305,0.3846259106530421,0.3389252257775216,0.0021260663295757,0.3368779341953818,7.877474743600565e-05,0.3371860660852232,0.0003869066372774,patch_snn,96
ETTh1_p96_flatten_heterogeneous_no_memory_seed7,ETTh1,flatten,heterogeneous_no_memory,True,False,7,0.4181945556782009,0.4409614088811512,1,5,158287,172.0588161945343,f2a41a5ebcd56d016162d2764462a8116872ba4bb751d19d574f36971629fafd,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.1366546750068664,0.0,0.0304959857603535,1.2943705953377025,0.7060436140933205,,,,,,,spike_tcn,96
ETTh1_p96_flatten_heterogeneous_no_memory_seed13,ETTh1,flatten,heterogeneous_no_memory,True,False,13,0.4279697915479703,0.4457980026598706,2,6,158287,235.02734088897705,ec69b73ae56eed42bcbd4a368a718c2237afefd3f2615b55cfbcf237d9896cba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.1614222377538681,0.0,0.0407764664851129,1.2943705953377025,0.7060436140933205,,,,,,,spike_tcn,96
ETTh1_p96_flatten_heterogeneous_no_memory_seed21,ETTh1,flatten,heterogeneous_no_memory,True,False,21,0.4258270998890449,0.4458275398354501,7,10,158287,327.01747035980225,8624341bb1e872bf493fb022c28ac97de97fb693ee1765e18a9a09850d088a90,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.2726784348487854,0.0,0.0623571702744811,1.2943705953377025,0.7060436140933205,,,,,,,spike_tcn,96
ETTh1_p96_flatten_heterogeneous_retrieval_seed7,ETTh1,flatten,heterogeneous_retrieval,True,True,7,0.431450433951475,0.4507692886661944,4,8,158287,407.99526596069336,f2a41a5ebcd56d016162d2764462a8116872ba4bb751d19d574f36971629fafd,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_heterogeneous_retrieval,0.5076202154159546,0.9025843143463136,9.494594913558103,0.177123337984085,0.0184273868799209,0.0471639814786613,1.2943705953377025,0.7060436140933205,0.4225516199842468,-0.0088988139672281,0.4273290643632075,-0.0041213695882674,0.4339318581702894,0.0024814242188143,spike_tcn,96
ETTh1_p96_flatten_heterogeneous_retrieval_seed13,ETTh1,flatten,heterogeneous_retrieval,True,True,13,0.4246879102571886,0.4445594140722718,2,6,158287,302.1631669998169,ec69b73ae56eed42bcbd4a368a718c2237afefd3f2615b55cfbcf237d9896cba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_heterogeneous_retrieval,0.5058810710906982,0.8964486718177795,10.282292163494276,0.1689455211162567,0.0190033260732889,0.0441280016675591,1.2943705953377025,0.7060436140933205,0.4246974720477209,9.561790532242044e-06,0.4247747264142353,8.681615704669854e-05,0.4254165214024679,0.0007286111452792,spike_tcn,96
ETTh1_p96_flatten_heterogeneous_retrieval_seed21,ETTh1,flatten,heterogeneous_retrieval,True,True,21,0.4296406437355229,0.4502161455069747,7,10,158287,472.5518174171448,8624341bb1e872bf493fb022c28ac97de97fb693ee1765e18a9a09850d088a90,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_heterogeneous_retrieval,0.5063068270683289,0.8977761268615723,10.18593075996614,0.2350979745388031,0.018935402855277,0.0717906267382204,1.2943705953377025,0.7060436140933205,0.4231047993361175,-0.0065358443994054,0.4287187572230931,-0.0009218865124298,0.4334275841186071,0.0037869403830841,spike_tcn,96
ETTh1_p96_flatten_homogeneous_no_memory_seed7,ETTh1,flatten,homogeneous_no_memory,False,False,7,0.4237245374765003,0.441859727332792,5,9,158287,302.9955689907074,f2a41a5ebcd56d016162d2764462a8116872ba4bb751d19d574f36971629fafd,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.1150882169604301,1.2943705953377025,0.7060436140933205,,,,,,,spike_tcn,96
ETTh1_p96_flatten_homogeneous_no_memory_seed13,ETTh1,flatten,homogeneous_no_memory,False,False,13,0.4357113181958493,0.4498774593517148,4,8,158287,261.76126432418823,ec69b73ae56eed42bcbd4a368a718c2237afefd3f2615b55cfbcf237d9896cba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.1235251873731613,1.2943705953377025,0.7060436140933205,,,,,,,spike_tcn,96
ETTh1_p96_flatten_homogeneous_no_memory_seed21,ETTh1,flatten,homogeneous_no_memory,False,False,21,0.4306050052276758,0.4507602696786928,5,9,158287,349.74959540367126,8624341bb1e872bf493fb022c28ac97de97fb693ee1765e18a9a09850d088a90,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.1227811425924301,1.2943705953377025,0.7060436140933205,,,,,,,spike_tcn,96
