loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433633,0.411942,0.430121,25.36 M Ops,5.41 M Ops,1.27 M Ops,0.2671 M,0.2507 %,10.73 uJ,0.483436,0.480918,0.736823
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433988,0.409191,0.429707,25.36 M Ops,3.43 M Ops,1.27 M Ops,0.2671 M,0.2464 %,8.95 uJ,0.479697,0.480123,0.738581
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434250,0.409713,0.430117,25.36 M Ops,3.34 M Ops,1.27 M Ops,0.2671 M,0.2469 %,8.87 uJ,0.481075,0.480984,0.738247
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433086,0.408840,0.429063,25.36 M Ops,3.43 M Ops,1.27 M Ops,0.2671 M,0.2460 %,8.94 uJ,0.479976,0.479939,0.738805
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432573,0.408779,0.428312,25.36 M Ops,3.63 M Ops,1.27 M Ops,0.2671 M,0.2462 %,9.12 uJ,0.478867,0.478590,0.738844
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432573,0.408779,0.428312,25.36 M Ops,3.63 M Ops,1.27 M Ops,0.2671 M,0.2462 %,9.12 uJ,0.478867,0.478590,0.738844
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432383,0.408539,0.428000,25.36 M Ops,3.71 M Ops,1.27 M Ops,0.2671 M,0.2468 %,9.20 uJ,0.478886,0.478626,0.738998
