epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.251032,0.247775,0.032566,0.096765,0.040905,0.039017,0.018874,0.074068
1,0.145125,0.142359,0.027661,0.107597,0.033720,0.031664,0.020554,0.085582
2,0.135770,0.132991,0.027796,0.112561,0.031174,0.029329,0.018450,0.084351
3,0.135043,0.132307,0.027356,0.114775,0.030757,0.028786,0.019713,0.086711
4,0.136206,0.133480,0.027260,0.113648,0.029704,0.027967,0.017363,0.084425
5,0.137063,0.134425,0.026378,0.115357,0.029461,0.027811,0.016499,0.086189
6,0.132498,0.129868,0.026302,0.117103,0.029669,0.027994,0.016750,0.088572
7,0.132957,0.130348,0.026083,0.117885,0.030065,0.028399,0.016655,0.091564
8,0.131272,0.128643,0.026288,0.119826,0.028907,0.027265,0.016415,0.090438
9,0.132800,0.130147,0.026537,0.119992,0.031174,0.029485,0.016891,0.093043
10,0.130279,0.127678,0.026005,0.121252,0.028099,0.026498,0.016016,0.098171
11,0.134956,0.132347,0.026087,0.124086,0.028654,0.027095,0.015592,0.097277
12,0.132666,0.130116,0.025496,0.124886,0.028005,0.026466,0.015386,0.098154
13,0.135477,0.132926,0.025507,0.126610,0.028506,0.026885,0.016202,0.099660
14,0.133409,0.130887,0.025218,0.127785,0.028712,0.027160,0.015522,0.100435
15,0.133174,0.130654,0.025199,0.129438,0.029414,0.027872,0.015423,0.104560
