loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.375594, 0.371485, 0.406947, 220.65 M Ops, 35.26 M Ops, 12.09 M Ops, 0.4822 M, 0.2877 %, 87.33 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.441990, 0.438140, 0.464271, 244.85 M Ops, 34.81 M Ops, 12.80 M Ops, 0.4822 M, 0.2497 %, 90.22 uJ
