shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.259728,0.178064,0.259707,41274.70 M Ops,3521.90 M Ops,452.30 M Ops,3.3142 M,0.4011 %,5250.28 uJ,0.178064,0.259707,0.824101
