epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.650310,0.650310,0.586601,1.306992,1.306992,0.811887
1,0.543670,0.543670,0.531535,1.267770,1.267770,0.795067
2,0.526076,0.526076,0.522764,1.223466,1.223466,0.777085
3,0.517141,0.517141,0.519122,1.225390,1.225390,0.779099
4,0.510147,0.510147,0.515132,1.217837,1.217837,0.775444
5,0.506826,0.506826,0.514261,1.246550,1.246550,0.789763
6,0.500284,0.500284,0.511866,1.248160,1.248160,0.790578
7,0.495556,0.495556,0.510815,1.258364,1.258364,0.792067
8,0.488963,0.488963,0.507803,1.262547,1.262547,0.799162
9,0.487423,0.487423,0.507430,1.273094,1.273094,0.801818
10,0.486049,0.486049,0.507161,1.261456,1.261456,0.792924
