epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.847916,0.847916,0.682868,1.539040,1.539040,0.889328
1,0.721479,0.721479,0.619899,1.530721,1.530721,0.886618
2,0.707713,0.707713,0.612541,1.533113,1.533113,0.888621
3,0.699566,0.699566,0.608554,1.522963,1.522963,0.885535
4,0.690086,0.690086,0.603918,1.494169,1.494169,0.874649
5,0.681233,0.681233,0.599761,1.483012,1.483012,0.870919
6,0.675167,0.675167,0.597044,1.492815,1.492815,0.876002
7,0.676793,0.676793,0.597476,1.491726,1.491726,0.874610
8,0.677498,0.677498,0.598180,1.493047,1.493047,0.875588
