epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.201223,2.039644,0.204560,0.159518,0.001586,1.872588,1.742351,0.362785,0.126609,"tensor(0.8189, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 1.0000, 0.9655, 1.0000, 1.0000, 0.2800, 0.0345],
       device='cuda:2')","tensor(0.7511, device='cuda:2')","tensor(0.8731, device='cuda:2')"
1,1.764583,1.624890,0.372154,0.135962,0.000945,1.466688,1.343029,0.417461,0.119485,"tensor(0.8973, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 1.0000, 1.0000, 1.0000, 1.0000, 0.4600, 0.6897],
       device='cuda:2')","tensor(0.8810, device='cuda:2')","tensor(0.8983, device='cuda:2')"
2,1.461208,1.334108,0.414165,0.122952,0.000737,1.191487,1.076387,0.406352,0.111036,"tensor(0.9432, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 1.0000, 1.0000, 1.0000, 1.0000, 0.7400, 0.8621],
       device='cuda:2')","tensor(0.9381, device='cuda:2')","tensor(0.9357, device='cuda:2')"
3,1.242562,1.123033,0.395888,0.115564,0.000611,0.980665,0.870170,0.365951,0.106836,"tensor(0.9703, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 1.0000, 1.0000, 1.0000, 1.0000, 0.8800, 0.8966],
       device='cuda:2')","tensor(0.9660, device='cuda:2')","tensor(0.9633, device='cuda:2')"
4,1.077767,0.962817,0.359268,0.111351,0.000609,0.826940,0.719455,0.347263,0.104012,"tensor(0.9703, device='cuda:2')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9200, 0.8966],
       device='cuda:2')","tensor(0.9673, device='cuda:2')","tensor(0.9641, device='cuda:2')"
5,0.955338,0.844722,0.348229,0.107128,0.000617,0.699521,0.595589,0.321986,0.100712,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9707, device='cuda:2')","tensor(0.9703, device='cuda:2')"
6,0.865056,0.758094,0.331603,0.103640,0.000616,0.609231,0.508020,0.310717,0.098104,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9707, device='cuda:2')","tensor(0.9703, device='cuda:2')"
7,0.799100,0.695280,0.310799,0.100706,0.000605,0.535612,0.437759,0.283282,0.095019,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9707, device='cuda:2')","tensor(0.9703, device='cuda:2')"
8,0.751028,0.649795,0.294160,0.098285,0.000600,0.486269,0.389966,0.277420,0.093528,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9707, device='cuda:2')","tensor(0.9703, device='cuda:2')"
9,0.715271,0.615906,0.280027,0.096559,0.000601,0.446133,0.351143,0.267368,0.092316,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9707, device='cuda:2')","tensor(0.9703, device='cuda:2')"
10,0.687719,0.590284,0.271183,0.094718,0.000598,0.405335,0.312741,0.256636,0.090027,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9707, device='cuda:2')","tensor(0.9703, device='cuda:2')"
11,0.666184,0.571063,0.253050,0.092585,0.000602,0.391993,0.299803,0.249171,0.089698,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9707, device='cuda:2')","tensor(0.9703, device='cuda:2')"
