epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.218779,0.218779,0.166330,0.166330,0.000000,0.000000
1,0.174165,0.174165,0.117872,0.117872,0.000000,0.000000
2,0.153211,0.153211,0.092025,0.092025,0.000000,0.000000
3,0.137107,0.137107,0.082932,0.082932,0.000000,0.000000
4,0.127608,0.127608,0.072584,0.072584,0.000000,0.000000
5,0.115381,0.115381,0.064600,0.064600,0.000000,0.000000
6,0.104356,0.104356,0.058615,0.058615,0.000000,0.000000
7,0.095520,0.095520,0.053321,0.053321,0.000000,0.000000
8,0.088571,0.088571,0.049304,0.049304,0.000000,0.000000
9,0.081151,0.081151,0.046604,0.046604,0.000000,0.000000
10,0.077023,0.077023,0.042591,0.042591,0.000000,0.000000
11,0.069797,0.069797,0.040191,0.040191,0.000000,0.000000
12,0.064849,0.064849,0.037890,0.037890,0.000000,0.000000
13,0.060614,0.060614,0.034632,0.034632,0.000000,0.000000
14,0.056229,0.056229,0.033008,0.033008,0.000000,0.000000
15,0.053071,0.053071,0.031797,0.031797,0.000000,0.000000
16,0.049239,0.049239,0.030718,0.030718,0.000000,0.000000
17,0.046303,0.046303,0.028959,0.028959,0.000000,0.000000
18,0.044013,0.044013,0.028483,0.028483,0.000000,0.000000
19,0.041489,0.041489,0.026828,0.026828,0.000000,0.000000
20,0.039091,0.039091,0.026323,0.026323,0.000000,0.000000
21,0.037411,0.037411,0.025272,0.025272,0.000000,0.000000
22,0.035647,0.035647,0.024515,0.024515,0.000000,0.000000
23,0.033964,0.033964,0.024228,0.024228,0.000000,0.000000
24,0.032265,0.032265,0.024168,0.024168,0.000000,0.000000
25,0.031119,0.031119,0.023315,0.023315,0.000000,0.000000
26,0.030046,0.030046,0.022736,0.022736,0.000000,0.000000
27,0.028686,0.028686,0.022355,0.022355,0.000000,0.000000
28,0.027258,0.027258,0.022555,0.022555,0.000000,0.000000
29,0.026164,0.026164,0.022217,0.022217,0.000000,0.000000
30,0.025408,0.025408,0.021889,0.021889,0.000000,0.000000
31,0.024589,0.024589,0.021055,0.021055,0.000000,0.000000
32,0.024410,0.024410,0.020962,0.020962,0.000000,0.000000
33,0.023490,0.023490,0.021048,0.021048,0.000000,0.000000
34,0.022400,0.022400,0.021014,0.021014,0.000000,0.000000
35,0.021695,0.021695,0.021000,0.021000,0.000000,0.000000
