epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.691802,0.503995,0.764247,0.180164,0.000002,1.132073,0.961121,0.734614,0.163606,0.962428,0.688902
1,0.570003,0.417474,0.856161,0.143967,0.000001,0.974997,0.836150,0.852034,0.130327,0.838040,0.635390
2,0.513809,0.390168,0.909263,0.114548,0.000001,0.899726,0.779697,0.885697,0.111172,0.780777,0.607913
3,0.484241,0.373856,0.920942,0.101176,0.000001,0.858476,0.748045,0.894306,0.101487,0.747973,0.592767
4,0.466054,0.362487,0.922920,0.094337,0.000001,0.830192,0.726017,0.893746,0.095237,0.725018,0.582712
5,0.453881,0.354426,0.920461,0.090251,0.000001,0.808102,0.708620,0.889109,0.090592,0.710043,0.575826
6,0.443776,0.346971,0.915159,0.087653,0.000001,0.797991,0.701467,0.882487,0.087700,0.701276,0.571337
7,0.436791,0.341651,0.909072,0.086050,0.000001,0.791141,0.696773,0.875873,0.085610,0.698092,0.570041
8,0.430907,0.336806,0.903407,0.085067,0.000001,0.787490,0.693331,0.865419,0.085504,0.693190,0.567574
9,0.426264,0.332833,0.898723,0.084444,0.000001,0.782439,0.689594,0.860576,0.084239,0.691188,0.566692
10,0.421994,0.328769,0.893722,0.084287,0.000001,0.782943,0.689801,0.852465,0.084617,0.690073,0.566009
11,0.418266,0.325025,0.889330,0.084348,0.000001,0.783530,0.690785,0.846091,0.084285,0.692077,0.567300
12,0.414904,0.321392,0.884530,0.084667,0.000001,0.785182,0.693093,0.842687,0.083662,0.693491,0.568229
13,0.413058,0.319617,0.882902,0.084612,0.000001,0.782894,0.690889,0.842162,0.083583,0.691683,0.567022
14,0.412709,0.319153,0.881767,0.084737,0.000001,0.784899,0.692540,0.840975,0.083949,0.691574,0.566691
15,0.412238,0.318624,0.881373,0.084800,0.000002,0.784820,0.692525,0.840219,0.083893,0.692840,0.567498
16,0.412018,0.318325,0.881171,0.084881,0.000001,0.785313,0.692437,0.838681,0.084488,0.691298,0.566697
