loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.397064,0.400761,0.393589,120.87 M Ops,13.37 M Ops,4.03 M Ops,0.5484 M,0.2357 %,30.56 uJ,0.528129,0.466117,0.741075
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.396866,0.399907,0.392971,120.87 M Ops,14.36 M Ops,11.61 M Ops,0.5484 M,0.2537 %,66.34 uJ,0.527153,0.465159,0.741627
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.396651,0.401911,0.393452,120.87 M Ops,13.35 M Ops,4.03 M Ops,0.5484 M,0.2304 %,30.55 uJ,0.528877,0.465382,0.740332
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.397668,0.402523,0.394430,131.61 M Ops,15.10 M Ops,4.39 M Ops,0.5714 M,0.2329 %,33.77 uJ,0.531655,0.467389,0.739936
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.396329,0.400563,0.393147,130.19 M Ops,14.76 M Ops,3.10 M Ops,0.5714 M,0.1879 %,27.53 uJ,0.527832,0.465673,0.741203
