epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.402468,2.193872,0.149406,0.193655,2.372154,2.175242,0.147708,0.182141,0.286486,0.195717,0.125507,0.129197
1,2.366409,2.160866,0.135180,0.192025,2.282490,2.091275,0.124386,0.178777,0.505405,0.430161,0.390766,0.528450
2,2.267289,2.067051,0.116971,0.188541,2.123630,1.938708,0.114098,0.173511,0.883784,0.867932,0.867233,0.895076
3,2.113379,1.916473,0.116754,0.185230,1.904143,1.717509,0.130144,0.173619,0.935135,0.936456,0.931455,0.936973
4,1.901413,1.707126,0.128543,0.181433,1.614110,1.427083,0.147332,0.172295,0.945946,0.948867,0.942856,0.944661
5,1.639932,1.447945,0.142374,0.177750,1.281975,1.096049,0.160662,0.169859,0.943243,0.949516,0.940326,0.941325
6,1.370215,1.183402,0.148727,0.171940,0.977009,0.800205,0.154924,0.161312,0.956757,0.961277,0.954082,0.952292
7,1.155708,0.977325,0.147956,0.163587,0.738018,0.571367,0.153845,0.151267,0.972973,0.975216,0.971407,0.969354
8,1.007302,0.837577,0.154412,0.154283,0.578015,0.420400,0.157874,0.141828,0.978378,0.980620,0.975860,0.972334
9,0.895026,0.734324,0.158313,0.144870,0.470005,0.319958,0.163920,0.133655,0.981081,0.982539,0.979964,0.977718
10,0.812744,0.661447,0.159105,0.135387,0.396980,0.255963,0.172058,0.123811,0.981081,0.982539,0.979964,0.977718
11,0.755881,0.611445,0.164148,0.128021,0.349767,0.214912,0.174542,0.117401,0.986486,0.988896,0.986245,0.983812
12,0.715985,0.578334,0.164034,0.121248,0.328006,0.199865,0.177758,0.110365,0.986486,0.988896,0.986985,0.985253
13,0.688149,0.555661,0.163748,0.116113,0.312910,0.188927,0.178481,0.106135,0.983784,0.985064,0.982524,0.980295
14,0.668184,0.539984,0.161994,0.112001,0.303318,0.183209,0.175619,0.102547,0.983784,0.985064,0.983260,0.981854
15,0.653417,0.529040,0.159177,0.108460,0.296595,0.179273,0.176466,0.099676,0.983784,0.985064,0.983260,0.981854
16,0.643062,0.521240,0.157981,0.106024,0.283267,0.167961,0.177228,0.097583,0.983784,0.985064,0.983260,0.981854
17,0.634759,0.515508,0.156087,0.103642,0.268939,0.155793,0.174187,0.095727,0.983784,0.985064,0.983260,0.981854
18,0.628400,0.511199,0.154506,0.101751,0.266675,0.155972,0.177716,0.092930,0.983784,0.985064,0.982524,0.980295
19,0.622964,0.507547,0.152716,0.100146,0.270533,0.160733,0.176934,0.092107,0.983784,0.985064,0.982524,0.980295
20,0.618289,0.504760,0.149473,0.098582,0.279014,0.170555,0.175518,0.090907,0.983784,0.985064,0.983260,0.981854
21,0.614758,0.502661,0.148479,0.097249,0.270016,0.161984,0.176268,0.090405,0.986486,0.988896,0.986245,0.983812
22,0.612251,0.501140,0.147525,0.096359,0.264832,0.158591,0.172290,0.089012,0.983784,0.985064,0.982524,0.980295
23,0.609500,0.499722,0.146161,0.095162,0.264139,0.158979,0.172617,0.087898,0.981081,0.981233,0.979289,0.978003
24,0.606941,0.498214,0.143736,0.094353,0.260458,0.155470,0.173728,0.087615,0.986486,0.988896,0.986245,0.983812
25,0.605688,0.497801,0.143336,0.093553,0.261087,0.157015,0.173422,0.086730,0.983784,0.985064,0.982524,0.980295
26,0.603065,0.496130,0.141131,0.092822,0.263362,0.160113,0.173354,0.085913,0.983784,0.985064,0.982524,0.980295
27,0.601426,0.495261,0.139938,0.092172,0.262907,0.160441,0.172211,0.085245,0.983784,0.985064,0.982524,0.980295
28,0.599878,0.494471,0.138825,0.091525,0.258488,0.156270,0.171268,0.085092,0.983784,0.985064,0.982524,0.980295
29,0.598669,0.493891,0.137459,0.091032,0.255805,0.154003,0.171602,0.084642,0.983784,0.985064,0.982524,0.980295
30,0.597317,0.493288,0.135647,0.090464,0.262096,0.160989,0.171485,0.083958,0.983784,0.985064,0.982524,0.980295
31,0.596562,0.492899,0.134728,0.090190,0.264405,0.163414,0.171938,0.083798,0.986486,0.988896,0.986245,0.983812
32,0.595800,0.492492,0.134477,0.089860,0.259200,0.158397,0.171113,0.083692,0.986486,0.988896,0.986245,0.983812
33,0.594888,0.492087,0.133611,0.089440,0.254648,0.154280,0.170946,0.083273,0.986486,0.988896,0.986245,0.983812
34,0.594082,0.491831,0.131880,0.089063,0.259339,0.159206,0.171927,0.082940,0.986486,0.988896,0.986985,0.985253
35,0.593600,0.491541,0.131946,0.088865,0.260031,0.160147,0.171140,0.082770,0.986486,0.988896,0.986985,0.985253
36,0.593225,0.491335,0.132070,0.088682,0.258727,0.158854,0.171891,0.082684,0.986486,0.988896,0.986985,0.985253
37,0.592733,0.491134,0.131307,0.088469,0.258413,0.158794,0.171256,0.082493,0.986486,0.988896,0.986985,0.985253
38,0.592284,0.491017,0.130177,0.088249,0.259109,0.159510,0.171669,0.082432,0.986486,0.988896,0.986985,0.985253
39,0.592122,0.490860,0.129963,0.088265,0.258187,0.158671,0.171615,0.082354,0.983784,0.986371,0.984622,0.983200
40,0.591744,0.490768,0.128972,0.088079,0.259861,0.160492,0.171663,0.082203,0.986486,0.988896,0.986245,0.983812
41,0.591546,0.490684,0.128645,0.087998,0.257746,0.158459,0.171037,0.082183,0.986486,0.988896,0.986245,0.983812
42,0.591351,0.490622,0.128720,0.087857,0.259369,0.160097,0.171380,0.082135,0.986486,0.988896,0.986985,0.985253
43,0.591266,0.490559,0.128270,0.087879,0.258433,0.159167,0.171618,0.082104,0.986486,0.988896,0.986985,0.985253
44,0.591079,0.490509,0.128235,0.087746,0.258695,0.159529,0.171280,0.082039,0.986486,0.988896,0.986985,0.985253
45,0.591007,0.490497,0.127996,0.087711,0.258472,0.159331,0.171521,0.081989,0.986486,0.988896,0.986245,0.983812
46,0.590959,0.490487,0.127970,0.087675,0.258519,0.159369,0.171394,0.082011,0.986486,0.988896,0.986985,0.985253
