epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.546911,0.546911,1.000000,0.278825,0.278825,0.000000,0.000000,0.278947,0.373490
1,0.481301,0.481301,1.000000,0.258015,0.258015,0.000000,0.000000,0.257494,0.357331
2,0.450249,0.450249,1.000000,0.245654,0.245654,0.000000,0.000000,0.245889,0.347748
3,0.424193,0.424193,1.000000,0.238527,0.238527,0.000000,0.000000,0.238575,0.341592
4,0.410116,0.410116,1.000000,0.234775,0.234775,0.000000,0.000000,0.234669,0.337967
5,0.396738,0.396738,1.000000,0.232248,0.232248,0.000000,0.000000,0.232221,0.335693
6,0.390251,0.390251,1.000000,0.230730,0.230730,0.000000,0.000000,0.230632,0.334234
7,0.382697,0.382697,1.000000,0.231062,0.231062,0.000000,0.000000,0.231073,0.334178
8,0.376313,0.376313,1.000000,0.230192,0.230192,0.000000,0.000000,0.229957,0.333258
9,0.365862,0.365862,1.000000,0.228640,0.228640,0.000000,0.000000,0.228655,0.332115
10,0.359022,0.359022,1.000000,0.229498,0.229498,0.000000,0.000000,0.229456,0.332630
11,0.357486,0.357486,1.000000,0.230282,0.230282,0.000000,0.000000,0.230408,0.332924
12,0.354976,0.354976,1.000000,0.229164,0.229164,0.000000,0.000000,0.229094,0.331882
