epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.590082,0.430034,0.753260,0.152515,0.000001,0.340954,0.208242,0.849717,0.124216,0.208225,0.311325
1,0.490473,0.377103,0.817970,0.105191,0.000001,0.310986,0.204265,0.848899,0.098233,0.204286,0.306899
2,0.451356,0.354102,0.809243,0.089161,0.000001,0.299728,0.203549,0.835804,0.087820,0.203485,0.306326
3,0.427660,0.336344,0.793947,0.083377,0.000001,0.297571,0.205063,0.818005,0.084327,0.205084,0.307855
4,0.409967,0.320991,0.778832,0.081188,0.000001,0.299186,0.207653,0.802476,0.083509,0.207642,0.310298
5,0.396777,0.308475,0.765560,0.080646,0.000001,0.302004,0.210698,0.791118,0.083395,0.210683,0.312160
6,0.386746,0.298161,0.757096,0.081015,0.000001,0.304571,0.212648,0.782075,0.084102,0.212675,0.313872
7,0.380553,0.291911,0.751974,0.081123,0.000001,0.304016,0.212472,0.782069,0.083723,0.212489,0.313878
8,0.379719,0.291099,0.751439,0.081106,0.000001,0.304534,0.212894,0.781275,0.083827,0.212899,0.314286
9,0.378997,0.290330,0.750687,0.081160,0.000001,0.305046,0.213086,0.780025,0.084160,0.213054,0.314431
