loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.440710, 0.785366, 0.678758, 0.696337, 0.742600, 0.678758, 6059.16 M Ops, 187.65 M Ops, 2370.65 M Ops, 8.8366 M, 0.4989 %, 11073.87 uJ, 0.918919, 0.438596
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.450957, 0.785366, 0.684151, 0.700770, 0.739960, 0.684151, 6059.16 M Ops, 184.94 M Ops, 2332.90 M Ops, 8.8366 M, 0.4443 %, 10897.80 uJ, 0.912162, 0.456140
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.446146, 0.785366, 0.678758, 0.696337, 0.742600, 0.678758, 7213.65 M Ops, 186.62 M Ops, 3485.81 M Ops, 8.8366 M, 0.4998 %, 16202.68 uJ, 0.918919, 0.438596
