shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
True,100,0.429867,0.406181,0.428735,276.56 M Ops,22.23 M Ops,5.55 M Ops,1.1368 M,0.3712 %,45.53 uJ,0.552901,0.520480,0.740504
